Team,3 point attempts,3 point %,3 point attempts allowed,3 point % allowed,field goal attempts,2 point %,field goal attempts allowed,2 point % allowed,Fouls per game,opponent fouls per game,Attempted Free throws,Opponent Attempted Free throws,Free throw %,Turnover,Turnover (Against),Possessions,Offensive rebounds,Offensive rebounds (against),Defensive rebounds,Defensive rebounds (against),Win %,Close game win %,SOS
Lafayette,22.4,0.365,22.3,0.357,58.1,0.479,61.3,0.525,19.6,18.7,18.4,21.5,0.691,13,11.9,73.1,6.6,10.4,21.7,26.3,0.2,0.444,-4.2
Lamar,19.8,0.326,19.5,0.356,59.2,0.468,57.6,0.513,23.5,21.1,25.3,26.9,0.665,15,14.2,74.7,11.4,9.9,23.1,24.2,0.269,0.125,-10
Lehigh,18.2,0.393,21.8,0.367,53.8,0.486,55.1,0.482,16.7,16.7,17.2,15.8,0.724,12.4,12,66.5,7.6,8.2,22.1,20.7,0.516,0.5,-2.7
Lg Beach St,22.3,0.367,20.8,0.35,58.9,0.465,57.5,0.504,20.7,20.5,22.2,22.3,0.688,12.3,14.1,72.9,9.1,9,22.8,25.2,0.546,0.467,3.1
Liberty,24.4,0.361,18.6,0.364,50.6,0.52,51.2,0.521,20,16.4,12.9,22.3,0.727,13.8,11.6,65.3,5,8.3,20.1,22.5,0.345,0.667,-5.6
Lipscomb,27.8,0.35,25.6,0.37,61.2,0.506,62.6,0.511,19,19.7,21.2,22.4,0.698,14,13.3,76.7,8.6,9.8,24.7,26.1,0.323,0.5,-4.8
LIU-Brooklyn,19.4,0.297,18.9,0.37,60.8,0.495,59.9,0.488,21,22.1,25.1,22.8,0.715,13.6,14.5,75.1,11.1,10.3,23.8,24.1,0.516,0.636,-7.3
Longwood,18.8,0.346,24.1,0.382,55.4,0.497,55.8,0.513,18.6,18.3,18.5,20.5,0.705,14,11.8,69.5,8.4,8.2,22.3,21.6,0.233,0.375,-5.7
Louisville,17.3,0.347,18.4,0.321,59.6,0.519,52.1,0.428,19.3,17.9,19,21.1,0.69,11.5,14.3,67.7,12.1,9.1,24.1,20.4,0.742,0.429,10.7
Loyola Mymt,21.5,0.338,21.6,0.378,61.2,0.457,54.5,0.516,20.5,18.6,17.4,23.3,0.726,11.2,14,70.8,9.6,9.1,20.8,25.5,0.433,0.636,-1.5
Loyola-Chi,17.5,0.353,17.4,0.349,52.9,0.457,52.2,0.482,18.4,18.2,17.2,19,0.734,12.4,14.6,67.8,5.7,7.9,21.4,24.4,0.452,0.5,-0.8
Loyola-MD,17.7,0.304,18.6,0.372,56.7,0.487,56.9,0.502,21.6,18.9,21.8,23.3,0.712,13,11.7,70.6,9.4,9.2,22.4,22.7,0.3,0.4,-3.5
LSU,18.8,0.327,22.7,0.35,60.3,0.52,61.2,0.513,18.5,20.9,25.9,20.5,0.665,11.9,13.7,74.7,10,9.8,24.7,24.6,0.576,0.714,6
Maine,22.4,0.339,19.8,0.369,63.6,0.483,62.7,0.556,21.3,19.7,20.4,23.8,0.656,16.3,16.5,80.7,9.1,9.6,21.9,27.7,0.267,0.5,-5.7
Manhattan,20.7,0.361,16.9,0.337,53,0.476,53,0.529,21.7,20.3,21.1,24.8,0.74,14.3,15.8,71.1,6.6,9.1,20,24.2,0.419,0.4,-2.5
Marist,24.2,0.342,20.8,0.382,57.1,0.481,59.2,0.516,19.6,19.4,20.5,21.7,0.733,12.1,11.8,71.4,7.6,9.8,22.1,25.8,0.233,0.222,-3.6
Marquette,17.3,0.339,21.8,0.343,57.2,0.524,62.8,0.472,18.8,20.4,23.2,17.6,0.726,14.2,13.5,74.3,8.3,10.3,25,23.1,0.606,0.75,4.8
Marshall,29.8,0.337,19.5,0.374,66.2,0.572,65.5,0.507,19.3,18.4,20.6,23.5,0.693,12.8,13.2,79.8,8.8,10.2,25.1,26.9,0.515,0.5,-0.2
Maryland,20.7,0.362,20.9,0.321,54.1,0.558,59.5,0.456,16.8,18.1,20,16.1,0.769,12.9,11.2,69.1,7.4,9.2,25,20.4,0.743,0.6,9.2
Maryland BC,20.4,0.331,20.9,0.38,55.9,0.504,56.9,0.564,19.9,20.2,23.6,22.1,0.683,12.4,13.8,72.7,6.8,8.4,21.1,24.9,0.219,0.333,-5.3
Maryland ES,19.1,0.324,20.4,0.353,53.3,0.495,52.9,0.53,21.6,17.7,19.9,26.2,0.709,16,13.1,70.4,8.4,8.2,21,21,0.29,0.444,-7.1
Mass Lowell,22.8,0.362,21.5,0.371,58.3,0.532,60.9,0.539,20.8,19.3,19.4,23.4,0.679,15.9,14.3,76,7.5,10.1,22.3,24.7,0.357,0.667,-5.5
McNeese St,21.2,0.332,18.9,0.373,60.4,0.449,61.4,0.508,20.2,18.1,21.8,23.2,0.688,12.8,11.6,73.6,9.6,10.7,23.4,26,0.269,0.5,-9.5
Memphis,18.7,0.324,19.6,0.305,62.5,0.451,60.6,0.446,20,21.2,26.2,23.3,0.722,12.1,14,75.9,10.9,10.1,26.4,25.3,0.559,0.5,3.9
Mercer,17.9,0.353,25.7,0.36,57.3,0.485,57.2,0.447,17.4,17.8,18.5,18.8,0.742,12.8,10.8,68.2,11,8.5,24.7,20.3,0.531,0.7,-3.5
Miami (FL),18.4,0.375,17.5,0.344,54.1,0.532,57.4,0.469,16.6,19,22.1,16.7,0.749,11,11.5,67.8,8.2,8.6,23.5,20.3,0.771,0.667,10.5
Miami (OH),17.7,0.308,22.1,0.359,53.9,0.448,52.5,0.492,18.8,19.1,19.4,20.3,0.735,12,13.5,66.8,8.3,8.8,21.2,23.4,0.375,0.546,-1.7
*Michigan,25.3,0.38,20.2,0.347,57,0.526,55.5,0.511,15.6,16,15.8,15,0.74,9.3,11.4,66.9,6.8,7.2,22.4,23,0.629,0.857,8.5
Michigan St,21.1,0.434,18.8,0.31,59.4,0.514,57.9,0.417,19.2,17.3,17.8,19.7,0.729,11.8,9.5,69.1,10.9,7.3,28,19.4,0.829,0.5,9.6
Middle Tenn,20.6,0.392,18.6,0.347,57.9,0.478,54.2,0.48,20,18.6,20.2,22.9,0.606,11.8,13.4,70.5,9.1,7.8,24.8,24.3,0.697,0.8,-0.5
Minnesota,19.9,0.31,19.8,0.382,57.6,0.456,57.7,0.487,18.2,19.6,21.4,19.7,0.708,11.4,12.3,71.2,7.9,8.3,22.9,26.2,0.258,0.3,3.7
Miss State,21.7,0.334,20.1,0.343,60.1,0.526,59.3,0.475,19.2,16.8,17.7,21.5,0.725,12.6,12.9,72.1,9.1,10.2,23.1,23.2,0.452,0.111,5
Miss Val St,16.9,0.303,23.6,0.303,60.8,0.42,61.5,0.545,19.2,17.8,19.1,21.6,0.693,13.4,14,74.4,8.9,11.3,22.7,27.5,0.229,0.444,-8.4
Mississippi,23.3,0.338,21.9,0.355,59.9,0.465,56.9,0.474,19.8,21.1,24.7,23.1,0.709,12.1,14.2,72.4,11.3,9.7,23.3,23.1,0.625,0.5,4.7
Missouri,18.2,0.31,22.6,0.336,56,0.476,57.8,0.48,20.5,19.2,22.2,23.5,0.708,12.5,11.3,70.8,8.1,9.5,24.5,24.2,0.323,0.2,4
Missouri St,16.5,0.32,20.2,0.372,56.3,0.453,57.5,0.491,19.3,19.5,22.2,19.6,0.678,12.9,12.2,71.1,8.7,7.9,23,24.8,0.387,0.667,-0.4
Monmouth,21.4,0.366,25.6,0.314,61.5,0.472,61.3,0.453,21.3,20,23.6,22.8,0.768,12.2,15,76.3,8.9,10.5,26.1,25.6,0.778,0.6,0.7
Montana,20.3,0.373,19,0.33,54.7,0.518,52.2,0.495,22,20.2,20.1,23.6,0.692,12.3,12.6,68.9,7.7,7,22.9,21.7,0.6,0.4,-3.7
Montana St,25.8,0.372,20,0.365,61.9,0.472,55.7,0.534,22.1,19.5,19,25.8,0.689,12.2,11.9,72,11,7.9,23.5,24.3,0.433,0.625,-5
Morehead St,15.8,0.362,17.7,0.357,59.9,0.458,49.7,0.49,23.5,20.3,21.1,26.7,0.695,12.6,14.5,69.6,12.3,7.9,20.9,21.3,0.6,0.467,-1
Morgan St,17.2,0.301,18,0.312,59.9,0.436,56.5,0.525,18.6,19.4,21.5,21.8,0.683,11.7,14.5,71.5,9.7,10.4,20.8,25.5,0.267,0.375,-7.5
Mt St Marys,21.6,0.317,15.5,0.337,59.6,0.448,53.5,0.501,19.8,17.9,18.2,21.6,0.692,12.1,17.2,71.6,8.7,9.5,20.2,26.6,0.424,0.3,-5.1
Murray St,20.2,0.361,17.2,0.361,54.2,0.501,50.8,0.511,19.8,18.4,18.5,20.7,0.715,11.6,12.5,66.2,8.3,7,21.2,21.6,0.517,0.5,-2.7
N Arizona,21.5,0.334,22.7,0.399,58.1,0.423,60.3,0.539,19,18.6,21,20.6,0.702,13.1,12.7,73.8,7.4,9,22.5,28.4,0.107,0.167,-6.6
N Carolina,17.1,0.327,21.3,0.362,64,0.539,59.6,0.447,18,18.3,20.7,18.1,0.747,10.8,12.8,71.8,12.8,9.2,25.3,19.2,0.825,0.455,11.6
N Colorado,17.5,0.364,21.9,0.388,54.9,0.488,54.9,0.544,23.3,20.8,23.8,26.6,0.725,13.9,12.3,72.4,7.7,7.5,22.4,23,0.276,0.4,-6.5
N Dakota St,19.3,0.341,17.3,0.324,55.1,0.491,55.6,0.472,16,17.6,18.7,17.7,0.682,10.7,11.1,67.1,7.9,7.6,24.3,23.9,0.581,0.7,-2.4
N Florida,29.4,0.409,17.7,0.346,60.7,0.547,66,0.518,16.5,17.6,17.4,17.9,0.726,11,10.3,73.6,7,10.5,23.9,24.6,0.613,0.75,-3.7
N Hampshire,20.2,0.332,20.7,0.353,58,0.45,56.6,0.486,18.2,19.5,21.2,19.5,0.733,11.4,10.4,69.7,9.4,6.9,25.4,24.9,0.581,0.6,-4.3
N Illinois,19.9,0.356,22.3,0.352,56.6,0.448,54.9,0.464,20.7,21.2,23.6,22.7,0.675,12.8,13.7,71,9.8,8.3,24,23.2,0.567,0.625,-2.4
N Iowa,22.1,0.372,21.7,0.323,51.7,0.513,55.5,0.489,15.7,18.6,17.6,13.7,0.758,9.7,11.8,65.7,4.2,8.1,23.2,24.3,0.629,0.692,4.1
N Kentucky,21.8,0.353,18.4,0.368,57.1,0.486,57.3,0.479,20.9,17.5,17.8,24.4,0.677,13.3,10.9,70.6,7.9,9.5,23.8,24.2,0.25,0.2,-3
N Mex State,15.8,0.325,18.4,0.335,56.3,0.507,58.4,0.423,16,20.4,20.8,16.6,0.675,13.6,11,68.7,11.4,8.3,27.3,20.8,0.656,0.333,-2.4
Navy,13.7,0.31,21.1,0.351,51.6,0.504,50.4,0.458,19.4,19.7,22.3,20.1,0.638,12.7,12.8,65.9,8.9,7,22.4,20.5,0.563,0.4,-4.4
NC A&T,19.7,0.318,23.2,0.338,57,0.448,55.8,0.517,22.5,19.5,21.1,27,0.713,13.5,12.6,71.5,9.3,9.5,21.9,23.4,0.323,0.429,-9.6
NC Central,18,0.339,21,0.34,55.7,0.463,55.7,0.493,19.9,18.9,21.6,21.1,0.662,13.5,12.4,69.3,10,9,22.3,21.9,0.345,0.333,-9.4
NC State,18,0.348,22.3,0.374,60.6,0.469,61.1,0.475,16.9,20.6,23.5,18.1,0.699,11,10.2,70.5,11.9,9.8,24.2,22.4,0.485,0.4,7.3
NC-Asheville,17.3,0.321,20.5,0.296,57.5,0.502,57.1,0.521,17.5,19.8,24,18.8,0.701,13.2,15.7,73.2,9.3,8.2,23.5,22.7,0.625,0.182,-2.4
NC-Grnsboro,24.2,0.363,22.7,0.374,58.9,0.491,56,0.49,20.1,17.9,16.5,21.5,0.672,12.2,12,70.4,8.5,7.9,22.9,24.3,0.387,0.6,-3.8
NC-Wilmgton,20.6,0.344,15.4,0.339,61.4,0.51,54,0.461,24.1,19.5,21.8,29.8,0.705,11.4,14.2,73,10.1,9.5,24.2,24,0.742,0.615,0.3
Neb Omaha,18.1,0.336,21.1,0.359,62.4,0.526,61.4,0.527,20.9,22.1,26.6,23.6,0.749,12.9,15.8,79,8.5,9.9,22.5,24.6,0.533,0.462,-2
Nebraska,18.6,0.347,18.2,0.367,58.1,0.494,53.6,0.475,19.3,18.2,18.9,21.3,0.73,11.7,13.1,69.1,9.5,7.9,23,22.4,0.471,0.286,5.8
Nevada,17.2,0.291,20.9,0.323,60,0.463,61.1,0.449,20.8,20.7,25.9,24.2,0.734,12.9,12.6,75,10.6,9.9,26.6,25.2,0.611,0.688,0.5
New Mexico,16.9,0.363,23.8,0.325,55.7,0.51,60,0.484,20.5,21.2,24.5,22.2,0.738,15.3,12.3,73.7,8.3,9.7,25.1,21.1,0.531,0.444,1.8
New Orleans,15.9,0.325,21.1,0.37,61.1,0.438,57.8,0.515,21.5,22.1,26.4,24.9,0.69,14.6,15.8,75.4,12.2,10.7,22.2,25,0.259,0.222,-8.2
Niagara,18.4,0.282,21,0.357,56.9,0.462,57.9,0.464,19.6,17.9,19.4,20.6,0.695,14.4,11.5,69.9,10.1,9.9,22.8,22.6,0.219,0.462,-3.5
Nicholls St,20.4,0.309,19.1,0.359,54.7,0.477,59.8,0.493,20.3,20.2,22.1,23.7,0.657,15.8,13,73.2,7.7,10.9,22.1,25.2,0.258,0.625,-8.5
NJIT,24.5,0.351,25,0.349,58.2,0.511,58.9,0.506,19.4,19.1,19.6,21,0.737,12.7,13.6,72.5,7.9,9.8,23.7,23.8,0.559,0.444,-3.6
Norfolk St,20.9,0.347,21.4,0.38,56.5,0.467,56.7,0.461,20.9,19.5,23.4,23.8,0.781,12.2,13,70.8,9.2,9.8,21.5,22,0.469,0.2,-5.6
North Dakota,17.3,0.367,22.4,0.344,57.7,0.487,57.4,0.509,21.4,20.5,22.7,22.2,0.682,13.2,14.3,74.3,7.4,8,25.9,26,0.467,0.3,-5.3
North Texas,17.6,0.322,19.9,0.362,56.6,0.498,57.8,0.527,21.2,21,25,24.6,0.651,13.9,12.2,72.8,9.4,9,22.8,24.3,0.333,0.571,-5.7
Northeastrn,23.4,0.372,19.6,0.339,54.4,0.485,58.5,0.52,16.5,19,21,16.3,0.722,12.3,11.6,69.3,7.5,8.5,22.7,23.4,0.531,0.571,1
Northwestern,24.3,0.358,20.6,0.345,58.1,0.516,55.8,0.434,18.9,17,16.5,19.5,0.667,10.3,10.8,67.3,8.8,8.5,23.5,22.7,0.625,0.833,5.3
Notre Dame,19.4,0.374,20.6,0.369,56.7,0.529,59.8,0.465,15.1,17.1,18.6,15.5,0.742,9.9,9.6,66.6,9.3,9.8,22.9,20.7,0.667,0.667,9.6
NW State,20.9,0.343,20.5,0.371,60.2,0.495,64.1,0.548,20,19.8,21.2,23.1,0.774,14.6,14,76.8,8.3,12,20.3,24.8,0.208,0,-9.1
Oakland,22.7,0.398,22.7,0.349,62.5,0.493,64.5,0.481,19.1,20.8,26.1,20.7,0.77,11.4,12.3,76.3,10.1,10.3,25.9,23.7,0.657,0.286,1.2
Ohio,21.9,0.382,20.3,0.364,57.1,0.523,60.5,0.471,18.2,19.5,21.4,20.3,0.754,12,10.3,72.5,6.9,7.7,25.7,23.8,0.647,0.667,-1.2
Ohio State,18.7,0.334,22,0.334,57,0.49,59.3,0.446,17.7,19,20.5,18.1,0.684,12.9,11.8,70.3,9.5,9.2,25.8,23.6,0.6,0.625,6.4
Oklahoma,24.5,0.422,22.3,0.337,60.1,0.482,62.5,0.453,17,18.8,19.8,17.7,0.722,13,12.6,73.2,9.6,10.1,25.8,22.6,0.784,0.643,11.5
Oklahoma St,19.5,0.328,19.7,0.342,53.4,0.478,55.3,0.447,19.9,19.3,20.4,22.6,0.729,12.5,11.5,67.2,8.4,10.3,23.8,22.9,0.375,0.25,6.7
Old Dominion,13.9,0.301,19.3,0.315,58.6,0.487,52.8,0.444,18.1,18,18.2,18.9,0.682,9.1,10.9,64.9,11.4,7.8,24.4,21.2,0.658,0.417,-0.4
Oral Roberts,16,0.38,18.9,0.374,57.8,0.48,60.5,0.502,18.7,19.2,21.1,20,0.757,12.2,11.2,71.8,8.4,9.3,23.1,23.2,0.414,0.5,-0.5
Oregon,20.2,0.344,19.6,0.362,58.8,0.526,57.4,0.461,17.9,20.5,23.6,18.4,0.717,11.1,14,71.1,10.1,9.1,22.8,21.4,0.811,0.571,8
Oregon St,18.3,0.374,21.8,0.324,57.6,0.469,56,0.5,20.2,18.5,21.2,22,0.68,11.3,13.3,70.2,8.7,9.7,22.2,23.9,0.581,1,7
Pacific,20.4,0.322,20.3,0.366,55.3,0.493,55.2,0.472,23.4,20.5,21.3,27.2,0.673,13.5,11.4,70.4,8.4,9.3,22.9,23.9,0.231,0.308,-0.7
Penn State,20.8,0.317,19.2,0.366,56.2,0.459,54.5,0.455,20.1,18.3,19.4,23.2,0.696,11.3,11.7,68.5,9,7.9,22.8,24.3,0.5,0.714,4.4
Pepperdine,14.8,0.34,20.7,0.326,57.9,0.483,59.8,0.502,18.4,20.2,23.8,18.8,0.678,11,11,70.5,9.5,9.4,24.2,23.1,0.548,0.546,1.1
Pittsburgh,17.7,0.35,19.3,0.354,57.8,0.504,56,0.484,17.5,18,20.8,18.2,0.756,11.6,11.4,68.3,10.8,7.9,24,20.1,0.625,0.556,8.7
Portland,24.4,0.363,21.4,0.385,62.7,0.47,59.7,0.494,21.8,19.5,19.7,24.7,0.728,12.2,13.4,74.9,9.3,10.1,21.9,24.7,0.355,0.5,-1.4
Portland St,16.3,0.315,18.9,0.383,60.9,0.527,60.4,0.514,19,19.5,20.6,19.8,0.659,12.7,13.9,74.6,8.5,9.3,23.2,24.7,0.379,0.25,-5.8
Prairie View,15.1,0.272,17.3,0.306,55.7,0.421,52.8,0.53,22.3,19.1,20.3,25,0.686,14.9,16.1,70.7,9.2,10.4,19.2,23.8,0.226,0.4,-7.6
Presbyterian,15.6,0.308,23.7,0.342,54.3,0.477,55.8,0.533,19,17.9,18.9,21.6,0.715,14,13,69.9,7.1,9.3,21.5,23.8,0.286,0.444,-7.1
Princeton,24.9,0.381,16.5,0.354,59,0.52,58.3,0.476,17.6,18.4,20,18.1,0.718,11.4,12.8,71.3,8.6,8.4,24.9,23.5,0.75,0.667,1.7
Providence,22.2,0.321,19.6,0.323,59.8,0.48,59.1,0.498,16.9,20,22.3,16.5,0.725,11.5,14.5,72.5,9.7,8.7,23,24.5,0.686,0.818,7.9
Purdue,20.9,0.367,19.9,0.314,58.3,0.528,60.2,0.429,17.3,20.3,20.7,16.9,0.744,12,9.3,70.3,9.8,7.2,28.3,20.3,0.743,0.429,9.4
Quinnipiac,22.4,0.341,18.7,0.31,63.2,0.383,58.5,0.465,20.4,18.6,17.7,23.5,0.647,15.3,12.3,72.9,14.1,9,25,23.8,0.3,0.455,-3.8
Radford,20.8,0.344,17.8,0.339,60,0.495,57.7,0.516,18.8,17,17.4,19.8,0.651,13.1,11.7,70.4,10.7,8.6,22.3,22.7,0.483,0.533,-3.6
Rhode Island,18.3,0.365,15.5,0.333,55.1,0.483,52.3,0.466,18.9,18.6,20.7,20.7,0.669,11.5,12.4,67.7,8.9,6.6,22.5,22.2,0.531,0.231,3.5
Rice,22.5,0.319,20.8,0.417,56.6,0.534,59.1,0.527,17.7,20.4,23.5,21.7,0.749,12.7,13.2,72.6,8.1,9.8,21.8,24,0.333,0.429,-4.7
Richmond,21.1,0.356,18.8,0.36,57.8,0.554,58.1,0.494,19.1,19.1,20.4,20.9,0.66,10.2,12.6,70.6,7,10,23,25.2,0.5,0.286,4.4
Rider,19.6,0.315,21.8,0.34,54.6,0.489,56.4,0.457,17.8,18.5,19.3,18.3,0.682,12.7,12.1,68.5,8.3,8.5,24.1,23.7,0.394,0.455,-2.2
Rob Morris,20.2,0.276,20.7,0.335,55.6,0.496,57.6,0.489,17.3,17.3,19.8,19,0.667,14,15.3,71.1,7.8,10.8,21.8,25.4,0.313,0.375,-5.4
Rutgers,15.6,0.322,22.6,0.374,58.6,0.449,65.2,0.499,17.3,17.8,20.3,19.4,0.682,13.6,11.6,74.1,7.6,12,23.3,27,0.194,0.333,-0.2
S Alabama,20.2,0.319,22.2,0.322,58,0.451,60,0.484,20.4,19.5,22.2,23.2,0.67,14.7,12.8,73.6,9.8,10.1,23.6,24.9,0.387,0.833,-2.8
S Car State,17.2,0.336,21.1,0.346,57.4,0.496,56.6,0.499,19.3,18.4,20,21.9,0.712,11.4,11.8,69.8,8.3,9.3,21.9,22.3,0.531,0.7,-7.2
S Carolina,17.8,0.354,23.8,0.358,59.9,0.466,57.6,0.429,19.8,22.4,25.8,22,0.688,13.5,14.6,73.6,12,9.2,24.5,21.6,0.727,0.571,4.6
S Dakota St,21.2,0.361,18.1,0.333,57.1,0.497,55.1,0.471,19.9,20.8,23,22.2,0.747,11.7,11.8,70.2,9.2,7.6,24.6,21.6,0.75,0.667,-0.3
S Florida,14.1,0.286,22.3,0.319,56.1,0.462,59.9,0.469,17.8,17,18.5,21.3,0.66,14.6,9.5,68.8,10.9,10.6,24.2,21.6,0.242,0.4,1.6
S Illinois,19.3,0.343,18.6,0.318,57.1,0.51,52.7,0.526,21.4,21.3,22.4,23.7,0.685,13.7,14.9,72,9.4,6.9,22.7,22,0.688,0.778,-1
S Methodist,15.4,0.42,22.5,0.331,57.6,0.525,56.3,0.446,15.7,17.9,19.5,17.1,0.7,12.3,12.1,67.5,11.9,8.9,24.7,17.7,0.833,0.714,6.1
S Mississippi,24.9,0.359,24,0.355,51.3,0.452,54.2,0.502,18.9,18.1,18.5,21.1,0.706,13.3,11.6,67.1,6.4,8.6,21.8,24.2,0.259,0.286,-5.4
S Utah,19.3,0.364,17.9,0.422,55.9,0.465,55.7,0.55,21,19.4,19.8,25.1,0.709,13.1,12.2,71.6,6.6,8.4,20.3,25.6,0.143,0.2,-6.6
Sac State,20,0.331,21.7,0.325,57.5,0.492,58.5,0.509,20.7,18.7,20.1,22.1,0.67,11.6,12.2,71,8.1,9.8,23.6,25.3,0.414,0.583,-5.7
Sacred Hrt,18.1,0.311,20.6,0.359,59.8,0.492,60.2,0.496,20.8,20.5,23.2,23.7,0.688,14.3,13.1,74.2,10.9,10.5,23.4,23.3,0.4,0.546,-6.2
Saint Louis,19,0.328,22.8,0.328,53.9,0.469,56.3,0.505,20.2,20,20.4,22.1,0.703,13.6,12.9,71.3,5.8,8.7,24,25.7,0.344,0.6,0.8
Sam Hous St,22.8,0.341,20.7,0.356,58.3,0.48,52.9,0.509,21.8,20.5,21.3,23.7,0.692,11.6,13,70.4,9.3,7.1,23.6,25.1,0.5,0.273,-6
Samford,16.3,0.322,20.3,0.368,55.1,0.506,55.2,0.494,21,20.7,24.2,24.1,0.716,13.6,14.5,71.8,8.4,9.4,21.4,22.1,0.387,0.167,-4.3
San Diego,22.2,0.292,16.3,0.362,53.4,0.461,53.6,0.481,21.6,18.7,18.1,22.6,0.669,13.6,11.4,68,8,7.5,22.3,24.7,0.276,0.286,-2.1
San Diego St,18.2,0.326,19.9,0.294,55.4,0.463,56.4,0.416,17.4,20,23.6,17.7,0.684,12.3,12,68.6,10.1,8.3,25.5,21.8,0.722,0.5,3.1
San Fransco,22,0.35,24,0.386,60.9,0.485,61.3,0.478,21,21.1,23.8,22,0.676,12.8,11.4,74,10.4,9.7,24.6,23.9,0.483,0.625,-2.4
San Jose St,22.7,0.298,18.8,0.354,56.5,0.482,56.3,0.479,22.6,20.3,21.8,26.7,0.649,13.6,12.1,72.1,8.4,9,23.9,25.5,0.214,0.286,-2.4
Santa Clara,21.7,0.348,22.4,0.343,55.8,0.452,57.3,0.504,20.1,18.8,18.9,21.1,0.716,11.4,11.3,69.3,7.2,9.1,23,25.5,0.333,0.455,-1.4
Savannah St,20,0.311,17.7,0.342,51.9,0.442,52.3,0.486,19.8,19.8,20.7,21.4,0.669,14.8,15,69.4,7,8.1,20.5,24,0.467,0.5,-9.9
SC Upstate,19.4,0.357,22.4,0.381,58.9,0.484,59.3,0.531,20.1,16.4,18.2,21.7,0.642,13.9,10.6,71.4,9.9,8.8,22.8,23.4,0.25,0.417,-7.9
SE Louisiana,19.5,0.365,21.7,0.375,55.5,0.491,57.6,0.495,20.5,19.4,20.6,24.2,0.639,15.1,13.4,72,8.2,10.6,22.3,23,0.323,0.444,-8.2
SE Missouri,17.4,0.288,23.4,0.347,58.9,0.446,59.8,0.553,18.2,18.3,21,19.1,0.639,14.2,13.3,73.1,9.9,9.2,22.6,26.9,0.111,0.333,-6.2
Seattle,17.4,0.355,24.3,0.339,53.7,0.447,56.4,0.477,18.7,19.2,19.4,19.7,0.666,15.4,12.6,69,8.9,9.9,23.3,22,0.433,0.857,-7.3
Seton Hall,17.5,0.347,19.7,0.317,58.8,0.488,59.6,0.443,18.7,21.1,23.8,20.1,0.658,13.7,13.8,72.7,11.4,9.9,25.7,22.5,0.735,0.714,8
Siena,17.2,0.368,20.7,0.321,58.6,0.507,60,0.467,21,20.6,23.9,23.1,0.722,16,12.4,74.3,11.4,9.4,24.8,19.2,0.618,0.429,-1
SIU Edward,18.5,0.304,16.8,0.372,56.8,0.444,55.5,0.492,22.1,19.7,21,24.1,0.704,13.4,12,70.5,10.3,7.9,21.5,23.8,0.214,0.333,-3.8
South Dakota,17.7,0.364,22.3,0.398,60.9,0.505,58.1,0.509,20.8,18.1,18.3,23.8,0.707,11.9,13.8,74.1,7.4,9,22.3,25.2,0.4,0.571,-1.9
*Southern,17.1,0.338,20.4,0.322,57.7,0.476,56.4,0.477,19.8,19.6,22,22.5,0.674,11.3,13.6,71.1,8.3,9.6,23,24.1,0.594,0.7,-7.7
St Bonavent,22.2,0.373,22,0.32,58.9,0.488,58.3,0.506,19.4,19.7,22.1,21.8,0.773,11.5,13.2,71.5,9.4,10.3,22.5,22.5,0.71,0.7,2.3
St Fran (NY),23.9,0.303,14.3,0.331,55.7,0.462,56.3,0.456,18.6,18.3,20.1,19.6,0.668,13.7,12.5,68.9,10.3,9,23,23.6,0.452,0,-6.8
St Fran (PA),19.9,0.358,20.9,0.321,56.1,0.453,59.1,0.523,17,19.6,21.6,17.7,0.696,12.4,11.1,68.8,10,9.7,23.2,23.3,0.414,0.167,-6.9
St Johns,19.8,0.319,19.8,0.366,58.2,0.442,57.6,0.491,21.3,20.9,22.2,25,0.632,15.2,14.6,75,8.7,9.3,23,27.3,0.226,0.5,2.3
St Josephs,21.3,0.327,25.6,0.311,59.8,0.523,61.6,0.492,16.2,19.6,22.4,15.4,0.716,10,11.4,72.2,8.1,8.3,26,23.9,0.778,0.8,5.4
St Marys,20.8,0.41,17.7,0.327,53.7,0.564,56.1,0.449,15.4,17.3,15.6,13.5,0.688,9.6,9.7,63.6,7.5,8.2,25.1,19.3,0.824,0.714,2.1
St Peters,18.7,0.327,21.6,0.341,55.3,0.47,56.1,0.457,17.6,19.5,19.4,17.8,0.658,13.1,11.9,68.2,9.6,8,24.6,22.7,0.467,0.4,-3
Stanford,17.8,0.318,21.1,0.369,54.9,0.474,54.8,0.499,20.3,21.6,24.8,21.9,0.685,11.8,13.3,69.3,9.4,9,21.3,23.1,0.483,0.714,6.8
Ste F Austin,21.5,0.369,15.7,0.328,58.4,0.545,51,0.497,20.9,20.1,20.1,20.5,0.748,12.1,17.9,70.2,9.9,8.4,21.2,20.3,0.8,0.5,-0.6
Stetson,22.3,0.362,21,0.359,61.4,0.494,64.9,0.547,18.3,18.5,20.8,20,0.721,12.4,11.6,75.6,7.6,11,23,27.4,0.267,0.273,-6.1
Stony Brook,17.1,0.372,19.7,0.341,59.5,0.507,57.2,0.458,16.2,18.2,19.1,15.8,0.671,11.7,12.5,69.4,11,7.7,24.8,21.1,0.774,0.667,-0.3
Syracuse,23.7,0.36,22.8,0.307,56.2,0.473,57.5,0.482,16.2,17.5,19.9,16.1,0.688,11.8,13.3,67.2,10.4,11,21.9,22.2,0.622,0.5,9.3
