Team,3 point attempts,3 point %,3 point attempts allowed,3 point % allowed,field goal attempts,2 point %,field goal attempts allowed,2 point % allowed,Fouls per game,opponent fouls per game,Attempted Free throws,Opponent Attempted Free throws,Free throw %,Turnover,Turnover (Against),Possessions,Offensive rebounds,Offensive rebounds (against),Defensive rebounds,Defensive rebounds (against),Win %,Close game win %,SOS
Ste F Austin,17.7,0.323,21.4,0.311,57.1,0.527,54.9,0.501,20,19.5,21.1,20.6,0.677,15.9,17.2,73.1,9.8,8.9,22.3,20.4,0.667,1,-1.8
Stetson,23.3,0.348,24.5,0.349,57.8,0.465,58.7,0.535,15.7,14.7,14.8,15.7,0.699,13.3,10.9,69.6,8.2,7.8,23.1,23.8,0.269,0.333,-5.1
Stony Brook,23.9,0.34,24.6,0.336,59.7,0.499,60.6,0.541,14.5,16.3,16.5,14.4,0.752,10.7,12,70.2,8,9.1,23,24.7,0.567,0.556,-3.7
Syracuse,24.1,0.377,30.7,0.33,61.5,0.498,63.1,0.516,14.2,14.6,17.4,14.8,0.737,10.7,11.7,71.8,8.7,10,23.2,23.3,0.485,0.333,7.8
Tarleton State,16.8,0.309,21.8,0.329,53.5,0.463,50.8,0.547,17.9,17.5,18,18.1,0.754,11.8,16,66.4,7.5,8.9,18.4,23.2,0.393,0.333,-2.6
Temple,21.7,0.311,21.3,0.294,56.7,0.447,58.3,0.463,18.4,19.3,22.5,18.5,0.679,12.6,11.7,69.5,10.6,9,24.8,23.3,0.586,0.727,3.8
Tennessee,24.3,0.356,21.7,0.315,60.3,0.482,54.8,0.46,17.1,17.6,17.9,17.3,0.714,12.4,16,71,10.4,7.8,23.8,22.8,0.781,0.5,12
Texas,19.8,0.323,17,0.318,55,0.508,50.6,0.461,17.4,17.9,17.8,18.6,0.749,11.8,15.1,66.2,9.1,8.2,21.9,20.9,0.656,0.625,10.7
Texas A&M,20.2,0.338,20.9,0.311,58.1,0.499,55.5,0.486,18.3,17.7,20.5,19.3,0.695,13.5,16.8,71.6,9.7,9.9,21.7,21.8,0.667,0.667,7.7
Texas State,16.3,0.38,20.2,0.348,53.8,0.488,51.4,0.497,17.2,17.5,17.6,17.7,0.759,12.3,14.5,66.2,8.6,7.8,20.7,20.5,0.72,1,-2.7
Texas Tech,19,0.314,24.3,0.313,55.2,0.551,53.4,0.443,16.2,18.4,19.9,17.1,0.699,13.9,16.1,69.8,9.1,7.4,24.4,19.5,0.735,0.444,11.4
TN Martin,22,0.297,22.6,0.334,60.4,0.47,58.4,0.512,18.5,15.2,15.9,21.7,0.694,13.6,12.9,72.3,9.2,9.4,22.6,25.1,0.214,0.5,-5.3
TN State,18.5,0.351,21.3,0.337,57.6,0.478,55.6,0.499,18.9,16,17.6,21.3,0.703,13.7,13.5,70.9,8.5,8.5,22.9,22.6,0.414,0.5,-6.2
TN Tech,19.9,0.329,24.7,0.324,61.3,0.492,61.6,0.534,14.9,14.2,14.7,14.8,0.661,13.4,12.8,72,9.8,9.3,23.1,23.4,0.3,0.286,-3.8
Toledo,19.4,0.359,26.6,0.312,62,0.534,63.3,0.471,15.3,16.8,17.8,14.9,0.76,10.4,10.8,71.5,9.1,9.8,27.6,22.8,0.781,0.714,0.3
Towson,21.7,0.359,22.5,0.314,56.9,0.508,54.3,0.481,17.3,17.6,19.5,16.9,0.721,11.9,12.7,67.6,10.3,7.6,23,20,0.758,0.5,0
Troy,22.3,0.322,20.5,0.329,55.8,0.469,55,0.478,18.4,17.7,19.5,18.9,0.723,15,14,69.9,9.9,8.4,23.6,22.5,0.607,0.546,-2.9
Tulane,22.1,0.365,27.2,0.341,57.3,0.49,60,0.483,16.1,16.2,19.1,17.1,0.756,10.5,14.3,71.6,5.7,10.4,23.2,26.1,0.483,0.417,4.9
Tulsa,20,0.342,25.1,0.362,55.4,0.485,56.2,0.505,16,16.8,17.2,16.3,0.726,12.8,13.5,69,6.9,8.8,22.2,23,0.355,0.167,3.1
*TX A&M-CC,18.7,0.316,23.5,0.315,59.8,0.473,54.9,0.505,21.2,20.2,22.9,22.8,0.75,14.4,16.4,73.6,11.2,8.6,23.1,22.9,0.633,0.8,-8.8
TX Christian,18.3,0.304,19.6,0.315,57.4,0.505,56.8,0.479,15.3,16,17.9,15.2,0.668,14.5,12.4,68.7,11.4,8,24.3,20.1,0.625,0.667,9.6
TX El Paso,21.2,0.35,17.5,0.335,56.5,0.469,54,0.498,18.3,15.5,16,20.7,0.763,11.5,14.2,69.2,6.7,8.6,22.1,25.2,0.567,0.778,-0.8
*TX Southern,18.2,0.317,20.9,0.296,58,0.492,58.3,0.452,17.8,18.2,19,20,0.671,14.9,12.1,71.4,10.6,8.5,25.2,21.7,0.6,0.6,-4.2
TX-Arlington,20,0.31,22.3,0.355,57.9,0.453,57,0.468,18.1,16.9,17.2,18.4,0.694,13.9,13.9,70.1,9.6,9.7,23,23.9,0.333,0.333,-1
TX-Pan Am,20.9,0.303,24.8,0.327,55.5,0.519,62,0.537,19.9,20.4,23,22.1,0.692,15.1,13,74.6,7.2,10.6,23.3,24.6,0.207,0.5,-4
TX-San Ant,21,0.287,22,0.377,62,0.439,56.8,0.53,16.8,15.3,15.8,18.8,0.686,12.2,11.8,70.8,10,7.7,22.6,26.8,0.25,0.286,-5.2
U Mass,25.6,0.371,21.2,0.374,59.4,0.48,59.3,0.547,17.1,17.3,19.5,17.3,0.758,11.6,12.6,71.6,8.7,8.3,21.8,23.4,0.469,0.625,1.5
U Penn,24.1,0.335,23.1,0.347,59.9,0.521,60.5,0.521,17.3,14.6,14.5,17.5,0.728,11.8,10.7,71.2,7.3,8.4,24.3,24.8,0.429,0.714,0.7
UAB,20.4,0.383,21.2,0.324,62.3,0.506,57.2,0.475,17,15.8,18.3,18,0.739,11.6,15.2,72.8,10.1,7.9,24.5,21.5,0.781,0.444,1.7
UC Davis,18,0.323,19,0.339,57.1,0.487,55.6,0.454,18.9,17.5,16.8,20.5,0.716,12.2,13.1,69.7,7.8,8.5,23.4,23.3,0.546,0.5,-4.6
UC Irvine,15.4,0.321,17.8,0.264,54,0.474,55,0.462,18.3,16,16,17.2,0.78,13.4,11.2,66.3,8.7,8.2,23.7,21.2,0.565,0.667,-0.1
UC Riverside,21.6,0.323,16.7,0.302,54,0.522,56.2,0.478,16.3,15,14.5,15.8,0.729,12.2,10.7,67.7,5.6,6.5,25.5,23.9,0.539,0.571,-1.9
UC San Diego,24.4,0.36,19.1,0.329,53.3,0.503,59.2,0.543,15,17,17.4,13,0.747,12.9,11.7,69.3,4.7,8.2,22.1,24.7,0.407,0.429,-4.1
UCLA,19.6,0.351,21,0.322,62.1,0.496,55.6,0.473,16.3,17.3,18.5,16.2,0.736,9.2,13.5,70.1,10,6.6,24,23.6,0.781,0.2,10.5
UCSB,16.1,0.334,18,0.32,53.7,0.55,55.4,0.482,17.4,19.2,20,16.8,0.705,13,13.1,68.5,8,7.7,23.2,20.5,0.577,0.2,-2.8
UMKC,19,0.358,17.9,0.336,56.2,0.516,51.7,0.528,21,17.4,17.8,23,0.669,10.7,14.4,69.5,6.1,7.1,21.3,24.6,0.556,0.5,-4.2
UNLV,24.4,0.332,23.2,0.319,57,0.486,55.6,0.488,17.9,17,17.5,17.2,0.738,11.3,11.5,67.8,8.4,7.9,24.2,24,0.548,0.5,3.8
USC,18.9,0.354,21.1,0.336,59.2,0.501,60.9,0.417,15.6,17.3,18.3,16,0.666,12,10,69.9,10.1,8.7,26.8,22.1,0.788,0.909,7.4
Utah,22.8,0.335,20.9,0.329,58,0.473,59.6,0.494,16.5,16.8,17.4,17,0.774,12.3,10.3,69.6,8.5,8.9,24.4,23.9,0.355,0.333,5.9
Utah State,22.5,0.342,22.2,0.337,56.2,0.566,55.6,0.486,16.4,16.8,16.1,16.3,0.725,12.6,12.6,69.1,7.3,6.8,25.6,22.3,0.531,0.2,4.9
Utah Val St,16.3,0.368,22.2,0.29,54.3,0.486,59.7,0.466,16.8,19.5,20.7,16.9,0.709,15.2,10.7,70.2,9.2,8.2,27.7,21.4,0.6,0.333,-0.8
VA Military,32,0.376,30.5,0.346,58.6,0.545,63.8,0.501,15.2,15.5,15,15.8,0.789,11.6,9.9,71.2,6.4,10,24.9,24.5,0.464,0.333,-1.8
VA Tech,22.9,0.393,19.8,0.317,55.3,0.526,53.6,0.494,14.7,14.7,13.1,13.5,0.743,10.8,12,64.9,7.5,7.1,22.7,20.9,0.657,0.462,8.3
Valparaiso,21,0.329,21.3,0.356,55.9,0.521,58.4,0.516,13.7,14.2,15,13.2,0.767,11.2,11.1,68.9,5.3,7,23.4,25.1,0.4,0.455,-0.4
Vanderbilt,25.4,0.341,21.9,0.3,55.1,0.495,55.4,0.501,18.2,19.7,21.6,19.5,0.693,13.4,14.7,70.9,8.1,8.3,23.1,23.9,0.515,0.444,8
VCU,16.1,0.343,18.9,0.275,53.6,0.508,53.4,0.452,18.7,17.2,16.3,20.4,0.694,15.2,17.3,70.2,7.3,9.5,22.5,22,0.7,0.667,5.5
Vermont,24,0.368,20.6,0.344,55.6,0.589,54.8,0.452,14,16.1,14.8,12.4,0.747,9.7,11.2,66.5,5.8,5.5,26.1,21.6,0.844,0.5,-1.3
Villanova,25.9,0.359,23.8,0.31,56.3,0.503,55.5,0.482,15.2,16.8,17.2,13.9,0.823,10,12.1,66.1,8.7,7.8,23.1,21.1,0.788,0.714,11.4
Virginia,15.5,0.322,20,0.339,52.1,0.503,52.7,0.477,13.8,14.2,14.6,12.4,0.739,9.8,11,61.7,7.3,7.7,21.7,21.3,0.594,0.583,7.2
W Carolina,31.1,0.313,28.2,0.36,60.7,0.489,61.5,0.527,16.9,15.9,16.9,17.7,0.677,12.4,10,71.1,9.9,9,24.1,25.9,0.323,0.75,-2.3
W Illinois,26.4,0.335,19.7,0.377,63.9,0.501,59.7,0.508,18,18.9,18.8,19,0.716,11.7,12.7,74.9,9.8,6.4,24.6,25.8,0.483,0.546,-4.5
W Kentucky,21.1,0.359,27.2,0.355,57.9,0.52,62.7,0.485,11.3,16.5,18.1,10.3,0.716,12.4,13.9,71.9,7.2,9.4,24,23.6,0.567,0.25,0.6
W Michigan,25.7,0.332,24.1,0.338,56.3,0.489,59.8,0.553,16.8,14.2,13.7,17.8,0.7,13.6,10.1,68.5,7.8,9.8,21.8,23.8,0.214,0.4,-4.4
W Virginia,19.2,0.328,20.3,0.324,57.1,0.457,55,0.517,17.4,19.1,20.6,18.8,0.724,12.4,15.4,69.8,9.4,9.6,20.3,23.7,0.485,0.429,9.8
Wagner,17.9,0.285,21.1,0.297,59.6,0.53,53.4,0.504,19.8,17.5,19.2,21,0.721,12.5,15.5,70.9,10.2,8,23.6,21.2,0.769,0.8,-3.8
Wake Forest,24.6,0.351,22.1,0.326,58.5,0.587,60.9,0.468,15.8,17.8,18.7,17.5,0.733,13.6,12.6,73.2,8,8.4,26.5,22.4,0.719,0.556,6.1
Wash State,26.7,0.34,19.5,0.324,60.3,0.465,55.4,0.469,17.6,17.8,18,17.2,0.747,11.4,14.2,69.4,11,8.1,22.5,22.3,0.576,0.182,6.1
Washington,19.8,0.312,20.3,0.335,60.3,0.462,59.5,0.498,16.6,19.3,20.9,17.9,0.701,11.9,15.7,73.1,9.3,10.4,21.3,25,0.531,0.667,5.7
Weber State,21.4,0.346,22.4,0.381,55.5,0.545,57.8,0.492,15.8,19.2,21,15.5,0.754,11.6,14.4,71.6,5.7,7.5,23.9,24.6,0.613,0.333,-2.7
WI-Grn Bay,18.2,0.28,18.6,0.347,52.9,0.489,53.4,0.536,15.6,17,16.9,16.9,0.711,12.9,11.8,66.3,7.2,7.3,19.4,23,0.138,0,-5
WI-Milwkee,19.4,0.319,25.2,0.338,55.9,0.475,60.8,0.453,17,15.1,15.6,17.7,0.715,13.3,10.1,69.2,7.6,9.9,25.2,24,0.29,0.2,-5.4
Wichita St,24.2,0.312,21,0.316,58.4,0.467,57.2,0.472,15.9,16.5,18.5,17.4,0.753,12.9,13.8,70.5,10.3,7.9,23.9,23.5,0.536,0.4,5.2
Winthrop,22.6,0.37,22.9,0.359,53.1,0.57,56.9,0.491,18,19.1,19.9,19.1,0.695,14.8,13.4,70.8,6.6,8.4,23.8,21.2,0.69,0.818,-3.1
Wisconsin,21.2,0.312,19.1,0.323,58.8,0.489,56.6,0.499,17,18.9,19,15.6,0.742,8.5,11.3,68.5,7.9,6.8,24.3,25,0.774,0.857,10.3
Wm & Mary,21.8,0.311,24.5,0.337,55.8,0.455,59.5,0.557,16.9,16.5,16.9,16.2,0.7,16.3,12.6,71.9,7.8,8.3,22.8,24.7,0.129,0.375,-3.1
Wofford,26.6,0.348,24.1,0.362,54.2,0.555,51.8,0.533,15.3,16.4,15.3,14.8,0.773,11.5,12.8,65.8,7.2,5.8,21.5,21,0.567,0.375,-0.4
*Wright State,19.1,0.33,20.2,0.338,58.8,0.532,59.1,0.516,14.5,17.6,18.3,15.4,0.766,12.4,12.8,70.6,9,8.8,22.8,21.5,0.606,0.455,-3
*Wyoming,22.8,0.33,22.7,0.303,54.6,0.545,58.5,0.483,15.3,19.6,20.2,14.3,0.725,11.2,10.6,68.5,6.9,7.6,26.1,22.7,0.75,0.818,4
Xavier,21,0.325,22.1,0.327,58.8,0.514,59.8,0.48,15.5,17.8,20.9,15.2,0.701,11.6,12.7,71.6,8.9,7.9,25.5,23.8,0.581,0.5,8.7
Yale,21.1,0.328,23.9,0.303,58,0.505,58.6,0.512,17.8,17.9,19,18.7,0.735,12.9,13,72.2,7.6,8.3,25.3,24.3,0.607,0.714,-0.7
Youngs St,22.2,0.345,20.6,0.35,57.3,0.509,57.1,0.504,17.6,17.2,17,16.9,0.761,11.5,11.6,68.4,8.7,8.1,22.5,22.1,0.533,0.455,-5.9
