Team,3 point attempts,3 point %,3 point attempts allowed,3 point % allowed,field goal attempts,2 point %,field goal attempts allowed,2 point % allowed,Fouls per game,opponent fouls per game,Attempted Free throws,Opponent Attempted Free throws,Free throw %,Turnover,Turnover (Against),Possessions,Offensive rebounds,Offensive rebounds (against),Defensive rebounds,Defensive rebounds (against),Win %,Close game win %
Louisville,21.2,0.368,16.1,0.286,60.3,0.527,53.6,0.443,19.5,20.4,24.9,20.6,0.661,10.6,17.2,70.2,12.5,10.4,23.2,21.8,0.838,0.333
Loyola Mymt,14.9,0.298,16.5,0.365,59.4,0.48,56.7,0.509,20.2,18.9,21.6,24.5,0.76,12.1,13.8,71.8,10.2,10.2,19.5,23.3,0.387,0.667
Loyola-Chi,17.1,0.35,17.2,0.345,50,0.516,52.1,0.51,19.7,18.6,19,21.9,0.701,13.3,11.6,65.6,6.9,8.4,20.8,21.3,0.29,0.308
Loyola-MD,15,0.322,17,0.407,54.3,0.443,53.4,0.483,19.3,18.3,22.7,21.7,0.668,12.1,14,68.2,9.3,9.3,18.8,22.9,0.345,0.833
LSU,19.9,0.342,17.4,0.358,60.8,0.494,59.1,0.438,18.7,17.8,20.8,22.9,0.669,13.6,12.8,72.7,11.3,10.4,24.4,22.5,0.588,0.5
Maine,18.7,0.329,19.7,0.361,58.5,0.487,62.7,0.529,21.2,17.9,19.9,24.7,0.68,15.1,13.1,75.8,7.2,11.7,21.6,26.1,0.179,0.6
Manhattan,17.1,0.369,15.2,0.327,55.7,0.487,54.8,0.44,24.2,23.4,30.9,29,0.663,14.2,15.6,74,10.6,10,22.5,22.3,0.758,0.583
Marist,18.7,0.347,17.8,0.382,56,0.439,56.5,0.475,18.7,19.2,22.6,21.6,0.714,12.4,13.4,70.2,8.9,9.9,21.5,24.3,0.387,0.5
Marquette,15,0.321,20.6,0.365,56.3,0.489,55.4,0.457,19.7,21.2,25.2,21.4,0.69,12,13.2,69.8,10.4,8.8,23.3,21.7,0.531,0.5
Marshall,19.7,0.291,17.9,0.324,58,0.48,56.2,0.511,20,20.2,24.6,24.4,0.617,13.1,13.6,71.3,10.8,10.7,21.6,24.7,0.29,0.3
Maryland,20.6,0.342,17.8,0.341,57.6,0.478,55,0.454,19.8,18.5,21.2,23.2,0.679,12.8,12.8,70.3,10.3,8.3,23.4,22.1,0.531,0.3
Maryland BC,19.1,0.307,18,0.367,55.3,0.449,50.6,0.495,23.2,19.8,22.3,29.1,0.664,14.9,15,70.9,9.7,8.8,20.2,24.7,0.276,0.4
Maryland ES,18.7,0.321,17.6,0.381,54.4,0.434,54.5,0.53,19.5,18.9,23,23.8,0.724,12.4,12.7,68.3,10.1,9.6,18.6,22.6,0.179,0.167
Mass Lowell,20.7,0.32,19.3,0.318,51.4,0.44,55.7,0.517,18.6,19,19.9,19.8,0.703,13.6,11.8,66.3,8,10.8,20.1,22.8,0.333,0.667
McNeese St,21.9,0.302,20.2,0.388,60,0.435,58.7,0.483,17.8,17.1,20.1,21.4,0.688,12.6,13,70.7,11.6,11.1,21.7,25.7,0.31,0.5
Memphis,16.1,0.331,17.2,0.309,58.8,0.528,59.2,0.492,18,19.6,23.3,20,0.647,13.1,14.3,72.4,10.9,10.3,22.7,20.5,0.697,0.667
Mercer,20.9,0.389,20.8,0.309,56.5,0.516,55.7,0.47,19,19.1,21.1,22.8,0.739,11.8,12.8,69.6,8.8,9.8,22.7,21,0.727,0.714
Miami (FL),17.5,0.323,18.9,0.355,51.2,0.472,51.9,0.435,15.8,16.3,18.5,16.2,0.687,10.2,9.6,60.6,9.5,8.6,22,19,0.515,0.385
Miami (OH),15.9,0.3,21.8,0.373,53.1,0.497,53.6,0.524,17.4,16.7,18.5,17.8,0.755,13.6,14.6,68.9,6.5,7.8,21,23.5,0.433,0.857
Michigan,21.5,0.402,17.2,0.317,53.6,0.526,55,0.503,14.2,16.9,18.7,14.7,0.763,9.3,10.8,64,7.5,8.9,21.3,20.3,0.757,0.769
Michigan St,20.6,0.392,20,0.332,56.8,0.521,54.2,0.435,19,17.5,19.2,21.8,0.707,11.6,11.8,68.2,9.6,7.8,24.7,20.4,0.763,0.6
Middle Tenn,15.5,0.342,16,0.33,53.4,0.488,50.9,0.456,20.1,19.6,23.6,22.4,0.659,12.6,14.2,67.6,10.1,7.6,22.4,20.5,0.71,0.75
Minnesota,20.2,0.356,18.9,0.344,53.6,0.506,53.5,0.47,19.1,18.9,21.3,21.5,0.738,11.8,12.2,67.2,8.2,8.9,21.8,21.2,0.649,0.5
Miss State,15.2,0.307,20.4,0.326,53.8,0.495,56.7,0.523,17.3,19.8,23.3,18.7,0.663,13.9,14,70.3,8.4,9.4,21.1,23.1,0.424,0.8
Miss Val St,20.3,0.311,14.9,0.372,60,0.447,57,0.545,22.7,18.7,21.7,28.1,0.669,14.9,13.6,75.1,9.5,9.4,20.8,26.1,0.207,0.286
Mississippi,23.1,0.339,21.5,0.346,60.7,0.465,57.4,0.463,19.4,19.7,24,24.9,0.696,11.2,14.1,72.5,10.9,10.7,21.8,24.1,0.576,0.5
Missouri,16.8,0.344,22.1,0.332,51.6,0.511,57.5,0.466,19.1,20.9,27.1,21.7,0.742,12.7,10.6,68.3,9.3,9.5,24.4,18.9,0.657,0.636
Missouri St,19.4,0.359,19.2,0.351,53.2,0.471,52.3,0.502,19.7,19.5,21.8,22.4,0.706,11.1,11.8,66.7,7.8,8.3,22.1,23,0.594,0.583
Monmouth,16.5,0.336,22.2,0.353,57.7,0.454,53.8,0.5,21.8,20.3,23.4,26.1,0.64,14.4,15,72.3,10.5,9.3,22.3,23.9,0.344,0.625
Montana,19.9,0.371,14.9,0.356,49.8,0.541,50.9,0.524,20.8,19.7,21.1,23.2,0.732,10,11.5,63.9,5.8,9.6,18.9,21.1,0.536,0.5
Montana St,16.6,0.338,18.4,0.373,52.6,0.468,51.6,0.526,18.2,18.7,20.7,20,0.713,11.8,12.9,66.7,7.4,7.3,20.2,23.5,0.414,0.5
Morehead St,18,0.304,17.4,0.346,54.8,0.512,52.9,0.506,23.8,23.4,29.2,27.7,0.707,15.8,14.7,72.9,11.6,7.8,22.5,19.9,0.563,0.571
Morgan St,17.3,0.261,16.7,0.356,60.3,0.495,56.8,0.466,20.8,20.5,25,25.4,0.612,13,14,72.6,12.3,10.6,22,23.2,0.484,0.444
*Mt St Marys,25.3,0.355,14.1,0.334,58.3,0.502,58.8,0.546,18.7,18.2,21.4,20.3,0.739,11.7,13.3,72.3,8.2,9.2,20.5,24.2,0.485,0.6
Murray St,19.8,0.376,17.1,0.322,55.7,0.522,59.1,0.498,18.5,20.4,25.6,20.7,0.667,12.3,11.7,70.3,9.9,10.1,22.9,20.9,0.656,0.5
N Arizona,15,0.35,17.7,0.401,53.5,0.489,51,0.493,17.8,16.9,18.4,20.5,0.714,12.6,11.8,65.4,9.1,7.6,21.1,20.2,0.452,0.556
N Carolina,12.8,0.336,19.6,0.317,60.5,0.497,57.3,0.467,20.3,21,25.9,23.7,0.626,11.9,13.5,72.2,12.4,9.9,24.3,21.8,0.706,0.546
N Colorado,15.3,0.379,17.2,0.379,54.1,0.526,51.1,0.528,19.2,18.1,20.3,20.8,0.695,11,12.1,65.3,9.3,8.1,19.1,19.3,0.533,0.5
N Dakota St,14.2,0.347,18.2,0.378,52.6,0.554,52,0.461,18.3,18.1,21.9,20.9,0.758,10,11,65.2,7.8,7.6,22.1,19.2,0.767,0.778
N Florida,19.6,0.354,15.9,0.363,55.5,0.474,58,0.501,18.8,19.6,22.5,23.3,0.701,15.1,10.7,70.6,10.4,9.5,23,22.1,0.467,0.769
N Hampshire,21.4,0.329,17.7,0.313,51.5,0.397,51.9,0.465,19.3,16.9,16.6,22.7,0.695,13,10.7,64.9,7.6,8.3,22,23.2,0.172,0.333
N Illinois,15.3,0.276,19.4,0.305,50.7,0.432,50.5,0.474,20.4,20.1,25.6,23.8,0.683,14.8,13.5,66.6,10.8,8.8,22.1,20.7,0.452,0.385
N Iowa,23.7,0.359,19.4,0.364,54.3,0.517,54.2,0.491,18.1,19.3,20.9,20.2,0.722,10.6,11.3,67.4,7.4,7.8,22.8,23.2,0.5,0.5
N Kentucky,21.8,0.349,17.7,0.377,53.9,0.494,52.3,0.517,20.8,16.5,19.3,25.5,0.706,11.6,11,66.5,8.2,8.9,20.6,22.9,0.3,0.333
N Mex State,14.3,0.361,13.7,0.333,53.3,0.529,59.5,0.427,17.3,22.5,28.8,20.3,0.684,12.7,10.9,69.4,11,9.8,23.9,18.7,0.714,0.375
Navy,20.2,0.329,18.8,0.357,53.9,0.437,49.4,0.498,19,16.9,15.8,21.4,0.63,12.7,13.2,65.3,8.7,7.8,20.1,23.6,0.276,0.333
NC A&T,17.8,0.295,19.8,0.359,51.1,0.419,53.4,0.478,23.3,23.3,29.9,29.1,0.695,15,12.2,70.3,9.7,9.4,21.9,22.2,0.258,0.5
NC Central,15.5,0.325,18.1,0.31,52.9,0.509,50.3,0.432,19.8,20.3,26.3,22.5,0.727,11.2,15.5,67.1,9.6,9.2,20.9,19.9,0.813,0.667
*NC State,14.6,0.305,17,0.321,57.2,0.515,55.5,0.473,18.6,19.5,21.2,23.6,0.657,10.4,11.4,67.6,10.1,10.6,21.1,20.9,0.611,0.546
NC-Asheville,18.4,0.381,19,0.369,56.9,0.487,59.9,0.493,19.3,20,24.7,24.7,0.746,13.7,11.9,72.4,10,11,23.3,21.1,0.483,0.444
NC-Grnsboro,15.3,0.336,18.1,0.337,57.3,0.461,56,0.505,21.9,18.2,21.7,26.6,0.688,13.9,12.2,72.5,8.9,8.6,24.1,24.1,0.379,0.556
NC-Wilmgton,15.7,0.283,19.1,0.344,57,0.446,54.8,0.497,18.5,16.6,18.4,23,0.655,11.5,11.3,66.8,10.4,10.2,21.2,24.4,0.233,0.273
Neb Omaha,20.6,0.332,17.6,0.345,60.9,0.495,59.4,0.515,19.2,19.6,23.9,21.9,0.767,12.8,15.3,76,8.6,9.8,22,24.8,0.483,0.444
Nebraska,17.6,0.333,18.4,0.315,52.6,0.475,51.8,0.477,20.6,18.8,22.3,23.3,0.717,11.2,12.8,67.2,7.3,8.4,22.6,23.5,0.594,0.571
Nevada,19.8,0.339,20.8,0.335,57.2,0.485,56.7,0.5,18.8,18.5,21.9,22.9,0.728,10.4,10.7,68.8,9.3,9.3,22.1,22.5,0.469,0.539
New Mexico,17.4,0.332,20.6,0.348,54.4,0.517,58.7,0.411,17,20.6,25.4,18.4,0.724,10.6,9.9,68,9.4,9.1,25.7,20.6,0.794,0.6
New Orleans,15.4,0.328,16.8,0.365,54,0.456,58.2,0.527,21.3,22.5,28,24.8,0.696,16.9,14.3,73.6,11,10.2,21.9,22.1,0.375,0.5
Niagara,16.8,0.3,18,0.384,59.1,0.48,56.7,0.533,23.7,22.5,28.7,28.7,0.682,13.6,14.9,76,10.2,9.3,20.3,24.2,0.212,0.333
Nicholls St,20.2,0.304,14.4,0.337,54.3,0.522,50,0.522,23.9,19.5,21.5,30.4,0.641,12.3,12.9,68.7,8.3,8.5,20.1,23,0.464,0.625
NJIT,19.6,0.357,21.7,0.341,55.3,0.45,55,0.498,21,19.4,21.5,26.2,0.719,12.9,13,70.7,7.8,9.8,21.6,24.5,0.36,0.6
Norfolk St,15.7,0.344,20.1,0.347,54,0.495,52.8,0.478,19.4,17.7,20.7,23.5,0.685,13.3,12.5,67.1,10.2,9.1,20.8,19.4,0.516,0.636
North Dakota,17.8,0.32,13.4,0.374,56.7,0.509,51.8,0.552,20.4,20,23.6,25.1,0.692,11.2,14.3,69.8,9.5,8.3,18.5,23,0.469,0.889
North Texas,15.1,0.341,17.4,0.355,57.1,0.448,57.5,0.466,20,18.6,23.6,24,0.683,12.6,12.3,71.8,9.2,9.2,23.6,24.8,0.467,0.6
Northeastrn,15,0.324,16.8,0.371,52.9,0.477,55.2,0.487,17.3,19.9,23.5,18.4,0.645,13.1,11.2,67.2,9.5,8.4,22.3,21.5,0.344,0.308
Northwestern,21.4,0.307,16.4,0.315,50.8,0.461,54.2,0.453,18.4,18.2,18.1,20.6,0.7,10.9,10.4,64.7,5.9,9.3,22.5,24.4,0.424,0.5
Notre Dame,19.9,0.358,18.3,0.385,57.6,0.507,55.6,0.482,16.2,15.9,17.3,17.8,0.718,10.3,11,66.8,9.1,8.5,21.8,21.6,0.469,0.462
NW State,17.2,0.339,20.7,0.362,64.8,0.514,63.4,0.51,20.6,21,25.8,27.2,0.738,13.2,15.6,79.3,11,12.5,23.3,24.6,0.517,0.286
Oakland,23.3,0.366,21.6,0.393,57.6,0.47,54.4,0.558,20.1,18.9,21.7,23.4,0.725,11.2,13.8,71.2,8,8.2,20.5,25.6,0.355,0.5
Ohio,20.9,0.351,17.1,0.315,54.9,0.523,55.3,0.456,19.1,17.5,18.9,22.9,0.717,12.9,12.3,69,7.7,9.6,23.3,22.3,0.667,0.692
Ohio State,17.6,0.324,16.9,0.293,53.6,0.51,53.5,0.458,16.5,19.3,22.7,15.9,0.689,11.7,14.6,67.3,8.7,8.4,22.9,22.4,0.714,0.5
Oklahoma,22.8,0.379,20.9,0.342,61.6,0.487,59.9,0.488,18.9,20.8,24.3,23.1,0.749,11.4,12.9,74.1,10.6,9.6,23.9,23.7,0.697,0.6
Oklahoma St,19.3,0.364,19,0.327,57.1,0.513,57.6,0.45,19.9,21.6,28.4,23.6,0.719,10.4,14.2,72.4,8.8,10.4,24.3,23.9,0.618,0.3
Old Dominion,16.2,0.326,16.6,0.358,53.5,0.472,51.3,0.45,19.7,19.1,21.1,22.9,0.621,13.2,12.8,66.4,10.3,8.5,22.6,21.6,0.5,0.75
Oral Roberts,13.3,0.358,15.3,0.373,54.5,0.494,54.8,0.461,19.7,19.4,22.8,23.5,0.722,11.2,10.7,67.6,8.9,9.2,22,20.6,0.484,0.375
Oregon,19.6,0.388,18,0.324,58.1,0.511,56.1,0.494,21.3,20.4,25.5,26.8,0.773,11.4,13.4,73,8.9,9.1,22.1,20.9,0.706,0.375
Oregon St,14.1,0.392,18.3,0.368,52.8,0.523,59.6,0.485,19,21.6,26.9,22,0.695,13.5,10.5,71,8,9.6,22.6,19.9,0.5,0.4
Pacific,17.8,0.362,19.9,0.387,55.2,0.484,51.9,0.497,22.7,20.5,22.4,27.4,0.767,12.2,11.6,68.7,9.3,7.9,22.2,21.2,0.515,0.833
Penn State,19.4,0.319,19.5,0.352,56.3,0.486,54.2,0.449,20.9,19.4,22.2,25.9,0.741,10.6,11,68.9,8.8,8.4,23.3,22.6,0.471,0.385
Pepperdine,17.8,0.362,18.6,0.367,54.7,0.495,57.7,0.475,19,18.1,21.3,22.1,0.7,12.1,10.1,68.5,8.5,9.8,22.5,21.5,0.467,0.667
Pittsburgh,14.5,0.351,17.5,0.326,54,0.501,52,0.455,17.2,18.7,23.9,18.9,0.712,10.4,12.2,65.2,10.2,8.4,22.4,18.4,0.722,0.462
Portland,15.6,0.394,18.2,0.369,57.4,0.479,56,0.46,20,19.6,22.6,24.5,0.735,11.8,11.5,70.6,9.5,8.5,23.8,21.5,0.484,0.125
Portland St,17.4,0.361,15.4,0.364,53.9,0.505,53.7,0.529,19.4,20.4,21.4,22.3,0.733,11.5,13.1,68.3,7.4,8.9,19.1,22.6,0.5,0.636
Prairie View,19.2,0.339,17.5,0.347,57.2,0.448,56.2,0.517,22,19.4,23.2,28.2,0.646,14.4,13.7,72.5,10,10.8,20.1,24.1,0.303,0.364
Presbyterian,16.4,0.347,21.7,0.377,52.8,0.492,60.2,0.527,15.5,16.1,16.1,17.1,0.682,12.7,9.9,67.6,5.8,10.4,21.2,24.2,0.133,0.4
Princeton,25.2,0.357,15.1,0.328,52.7,0.52,52.4,0.475,17.2,18.5,20,19.6,0.725,11.2,12.3,66.9,7,6.7,22.9,23.1,0.69,0.692
Providence,17.9,0.347,16.4,0.328,56.7,0.465,57.5,0.489,17.2,19.7,23.7,19.5,0.782,11.6,10.9,68.7,10.8,9,22.9,21,0.657,0.643
Purdue,16.8,0.328,19.4,0.326,60.2,0.465,57.5,0.466,20.7,19.8,22.9,24.1,0.671,12.3,11.6,71.3,12,9.4,23.9,22.8,0.469,0.636
Quinnipiac,15.2,0.357,17.8,0.347,61.5,0.447,63,0.464,19.5,23.2,29.6,22.8,0.716,12.6,8.6,73.8,14.2,8.8,27,21.3,0.625,0.7
Radford,17.3,0.357,16.1,0.383,57.7,0.513,57,0.504,19.3,19,23.3,22.2,0.688,10.8,12.1,70.2,9.5,9.5,21.5,21.8,0.594,0.714
Rhode Island,14.7,0.315,15.5,0.286,53.1,0.492,55.6,0.485,20.3,20.3,24.6,23.9,0.654,14,11.7,69.4,9.3,9.5,23.1,20.6,0.419,0.273
Rice,24,0.324,17.8,0.347,52.4,0.479,53.3,0.483,19.2,16.9,16.7,24.7,0.643,12.9,11,67,6,9.3,22,26,0.179,0.357
Richmond,19.7,0.322,16.8,0.3,53.8,0.48,54.3,0.462,19.3,19.7,22.1,21.9,0.669,10.6,13.1,67.4,7.7,10.4,22.2,25.5,0.576,0.833
Rider,19.3,0.397,19.7,0.385,55,0.457,55,0.517,20.1,21.4,25.1,24.1,0.731,13.2,13.3,71.1,8.8,8.7,21.4,21.9,0.452,0.5
Rob Morris,19.5,0.385,21.4,0.335,56.5,0.465,54.9,0.527,18.2,17.6,20.7,21.1,0.728,11.4,12.8,68.7,9.2,8.9,21.5,22.2,0.611,0.727
Rutgers,17.8,0.329,18.8,0.374,58.2,0.46,56,0.491,20.5,20,21.3,25.2,0.703,12.6,12.3,70.7,10.3,9.4,21.2,23.4,0.344,0.455
S Alabama,23.8,0.333,17.4,0.348,57,0.438,56.8,0.477,20.3,17.9,20.8,23.2,0.696,12.5,11.1,69,10.4,9.8,23.1,24.1,0.286,0.25
S Car State,17.5,0.28,19,0.338,56.9,0.441,55.8,0.5,19.5,17.8,19.1,24.9,0.656,15.2,12,69.4,11.2,10.8,21.6,23,0.25,0.8
S Carolina,15.2,0.378,17.6,0.326,54.5,0.426,50.8,0.494,22.6,21,24.9,29,0.706,14.3,13.4,68.7,11.8,9.4,19.9,19.8,0.412,0.375
S Dakota St,19,0.339,17.3,0.355,53.8,0.489,53.4,0.503,17.7,20.9,23.5,20.5,0.765,11.9,10.9,68,8.8,6.1,23.4,21.4,0.552,0.6
S Florida,11.8,0.258,17.1,0.37,54,0.483,57.2,0.473,17.7,19.1,23.7,19.4,0.662,12.8,11.7,68.8,9.3,9.3,22.6,22.2,0.375,0.4
S Illinois,13.8,0.33,20.2,0.337,51.8,0.494,50.8,0.505,18.9,19.5,22,21.4,0.676,12,12.5,65.3,9,8.1,20.8,19.8,0.406,0.462
S Methodist,12.4,0.379,20.9,0.321,52.4,0.516,53.4,0.427,18.7,20,22.9,20.7,0.683,13.3,14,67.2,9.7,9.6,23.5,19.3,0.73,0.5
S Mississippi,15.9,0.347,21.8,0.343,51.7,0.5,48.8,0.492,20.8,20.7,26.6,22.6,0.689,13.3,14.9,66.3,11.1,8.2,21.4,18,0.794,0.6
S Utah,13.5,0.326,14.3,0.383,49.9,0.43,50.5,0.514,23.3,18.5,19.6,29.2,0.682,13.9,10.8,66.3,6.6,9.1,18.9,24,0.036,0
Sac State,16.5,0.37,16.4,0.349,53.5,0.488,50.8,0.529,20.9,18.5,18.8,24.6,0.736,11.3,11.6,65.4,8.4,8.7,20.7,20.8,0.429,0.5
Sacred Hrt,19.5,0.327,20.4,0.342,59.2,0.456,55.9,0.527,19.9,18,21.1,24.7,0.685,12.2,12.8,70.9,10,10,21,24,0.161,0.111
Saint Louis,17.8,0.317,14.1,0.296,54.9,0.505,55.2,0.444,17.6,19.2,22.1,19.7,0.699,12.6,14.3,70,8.2,8.7,24.1,22.9,0.788,0.727
Sam Hous St,17.8,0.382,15.5,0.351,53.3,0.489,51.8,0.495,21.7,22.3,27.8,25.9,0.671,12.8,13.9,69.2,10.2,8.8,21.1,21.7,0.667,0.818
Samford,14.8,0.326,18.4,0.368,53.7,0.53,55.2,0.523,21.4,18.5,20.9,27.1,0.673,12.8,11.6,69.4,7.4,9.9,20.9,22.7,0.333,0.4
San Diego,17.3,0.38,17.4,0.35,50.8,0.479,53,0.479,18.9,18.7,21.1,20,0.696,11.9,11.2,65.4,7.3,8.4,21.5,20.9,0.485,0.539
San Diego St,14.1,0.342,15.9,0.308,55.1,0.451,52.4,0.435,16.8,19.6,24.8,17,0.674,9.7,13.1,65.6,11,8.1,22.5,21.4,0.853,1
San Fransco,18.4,0.36,19.9,0.353,54.7,0.527,55.5,0.491,19.3,20.9,24,22.3,0.641,11.5,11.2,68.6,9.4,8.5,23,21.5,0.613,0.5
San Jose St,25.7,0.328,18.8,0.352,54.1,0.407,55.2,0.485,20.7,16.2,17.9,25.3,0.72,13.4,9.8,67.6,8.6,9.4,22.6,24.3,0.172,0.375
Santa Clara,20.1,0.364,12.8,0.358,56,0.453,52.9,0.499,20.4,18.7,20.6,24.7,0.734,10.2,11.8,67.2,9,9.1,20.2,24.1,0.387,0.375
Savannah St,15.5,0.308,14.7,0.303,51.1,0.463,51.5,0.454,20.9,17.5,19.9,25.2,0.653,15.6,14,67.2,8.9,10.4,20.1,20.9,0.367,0.286
SC Upstate,19.5,0.318,22.8,0.342,56.6,0.52,56.3,0.451,18.6,18.8,22,21.7,0.672,12.3,12.2,68.9,10.9,9.5,23.8,20.6,0.531,0.1
SE Louisiana,18.8,0.365,17.1,0.333,53.5,0.475,55.9,0.509,20.2,18.5,20.9,24.5,0.688,12.4,10.7,68.5,7,10,21.6,24.1,0.357,0.444
SE Missouri,18.3,0.356,20.9,0.376,58.8,0.559,58.9,0.492,20.1,19.5,23.2,25.4,0.694,13.4,11.4,73.8,9.6,8.5,24.1,21.4,0.533,0.546
Seattle,22.5,0.342,18.1,0.348,58.9,0.471,54.3,0.475,22.2,17.9,19.9,26,0.659,13.8,12.6,70.7,11.1,8.9,22.5,20.9,0.393,0.556
Seton Hall,20.7,0.358,17.9,0.349,52.9,0.516,53.8,0.491,19.8,19.5,22.7,22.4,0.722,12.2,12.3,68.8,7.1,7.9,22.5,22.5,0.5,0.333
Siena,13.6,0.328,17.4,0.33,57,0.448,54.7,0.453,22.4,21.1,23.8,28.2,0.72,13.8,12.7,70.3,11.9,10.3,22,20.3,0.526,0.615
SIU Edward,19,0.371,17.5,0.339,55.1,0.506,55.4,0.577,20.4,19,20.9,22.6,0.678,13.9,13.4,70.7,8.2,8.9,19.9,22.7,0.31,0.273
South Dakota,17.4,0.352,19.4,0.392,52.5,0.466,56,0.479,17.4,18,20.9,21.2,0.757,12.6,10.6,68,6.6,9.1,22.1,22.7,0.333,0.462
Southern,17,0.346,17,0.305,55.5,0.482,53.3,0.414,22,19.2,21.8,28.6,0.622,14,12.5,70.2,9.2,9.5,24.1,22,0.552,0.429
St Bonavent,14.4,0.326,17.8,0.355,57,0.499,52.8,0.494,20.2,20.7,23.5,23.7,0.716,12.8,14.7,70.5,10.6,8,21.2,20,0.546,0.364
St Fran (NY),19.1,0.315,14.4,0.338,56.7,0.486,54.4,0.442,19.9,18.3,20.5,23.8,0.681,13,12.3,69.5,10.4,8,23.3,21.4,0.548,0.6
St Fran (PA),22.2,0.32,16.4,0.375,53.2,0.473,54.4,0.508,15.5,16.6,17.4,16.4,0.642,10.7,11.1,64.7,7.5,8.5,19.5,24,0.323,0.6
St Johns,14.2,0.349,18.4,0.346,59,0.476,56.4,0.439,18.9,19.7,21.9,21.5,0.699,10.7,13.1,70.5,9.3,9.4,24.2,23,0.606,0.455
St Josephs,19.4,0.379,19.9,0.342,52.6,0.523,57.8,0.46,16,19.1,22.9,17.7,0.645,12.4,10.1,67.7,8.6,8.1,24.2,21.9,0.706,0.75
St Marys,18.1,0.381,13.2,0.343,52,0.483,51.4,0.491,19.5,20.4,25,21.1,0.708,11.6,11.6,65.2,10.2,7.8,21.5,19.4,0.647,0.333
St Peters,16.6,0.316,18.1,0.333,52.2,0.45,53.2,0.464,18.3,19.7,22,21.7,0.704,12,11.6,66,9,8.9,21.9,21.8,0.452,0.583
Stanford,15.9,0.364,18.9,0.349,54.2,0.499,55.7,0.458,18.2,20.7,24.4,20.6,0.702,11.3,11.4,68.8,8.4,8,23.3,21.8,0.639,0.6
Ste F Austin,20.4,0.349,12.3,0.347,56.7,0.523,47,0.5,20.8,20.1,22.6,23.8,0.714,11.1,15.4,66.8,11.3,7.4,19.8,19.6,0.909,1
Stetson,17.5,0.294,19.5,0.375,52.6,0.481,54.4,0.517,17.1,18.4,19,20.4,0.663,12.4,12.2,66,8.1,10.1,18.9,22.6,0.226,0.546
Stony Brook,15.2,0.354,21.1,0.329,55.7,0.488,52.6,0.473,19.2,19.4,21.4,22.2,0.72,12.5,12.6,68.1,10.1,7.8,23.2,20.4,0.667,0.667
Syracuse,14.9,0.331,19.9,0.345,55.1,0.477,49.1,0.454,16,17.6,21,18,0.708,9,13.4,62.4,11.7,8.6,20.4,19.1,0.824,0.636
Temple,19.1,0.339,17.4,0.358,62.4,0.468,59.9,0.521,18.5,17.6,19.8,22.3,0.707,10.5,11.1,71.6,10.3,10.3,21.4,23.7,0.29,0.273
*Tennessee,16.9,0.319,14.9,0.346,55.2,0.506,53.8,0.445,16.8,19.8,23.1,17,0.718,10.6,10.7,64.8,12,7.7,23.7,18.8,0.639,0
Texas,15.6,0.327,20.9,0.354,59.9,0.469,58.2,0.429,19.1,20.3,26,23.9,0.671,12.1,11.3,71.1,13.3,9.6,25.1,20.7,0.686,0.818
Texas A&M,18.3,0.317,19.5,0.288,53.6,0.481,53.2,0.465,17.9,17.9,20.8,21.2,0.641,11.4,13.2,66.8,8.1,9.6,22.7,23.3,0.529,0.429
Texas State,15.4,0.307,16.3,0.4,51.5,0.48,49.7,0.479,18.4,16.3,17.3,21.6,0.667,13.7,12.2,65,8,7.5,20.4,21.2,0.207,0.111
Texas Tech,14.1,0.311,19.5,0.33,53.7,0.507,52.3,0.5,18.9,17.9,20.8,22,0.728,12,11.4,65.3,10.3,9,19.8,18.3,0.438,0.167
TN Martin,20.8,0.349,16.9,0.382,60.5,0.458,53.8,0.594,20.9,19.6,21.2,26.7,0.72,11.4,13.7,71.8,10,8.6,18.6,25,0.207,0.143
TN State,16.9,0.294,17.8,0.341,54.2,0.484,53,0.528,21.2,19.3,23.3,27.2,0.696,12.2,11,67.7,9.8,9.4,20.2,22.4,0.138,0.3
TN Tech,17,0.326,16.3,0.356,53.5,0.505,52,0.505,22.7,19.9,24.7,28.3,0.672,15.3,13.4,69.8,10.5,9.2,20.8,20.1,0.484,0.7
Toledo,16.6,0.346,19,0.358,58.7,0.506,56.9,0.52,17.5,21.1,25.7,20,0.731,10.2,13.4,70.5,10.5,9.3,21.5,21.4,0.788,0.9
Towson,16.4,0.357,18.7,0.311,52.4,0.492,58.5,0.452,19.8,21.7,27.9,22.3,0.695,11.4,8.4,66.9,10.6,10,24.9,19.2,0.686,0.714
Troy,21.2,0.339,19.1,0.325,54.1,0.454,57.2,0.514,15.7,20.3,23.8,17.5,0.66,12.5,11.9,67.5,10.7,9.5,21.7,22.6,0.31,0.375
Tulane,17,0.352,19.5,0.353,49.1,0.447,54,0.494,18.9,20.2,24.3,22,0.694,12.7,10.6,65.4,8.3,9.5,21.5,21.6,0.485,0.778
Tulsa,17.7,0.327,18.2,0.352,56.1,0.489,53.8,0.432,21.3,21.3,26,25.6,0.683,11.6,14,71.2,9.1,8.5,23.5,23,0.618,0.667
TX A&M-CC,11.9,0.372,17.7,0.34,51.6,0.506,51.4,0.508,19.8,19.4,22.6,23.3,0.666,12.2,11.8,65.5,9.1,8.8,20.6,18.7,0.531,0.5
