Team,3 point attempts,3 point %,3 point attempts allowed,3 point % allowed,field goal attempts,2 point %,field goal attempts allowed,2 point % allowed,Fouls per game,opponent fouls per game,Attempted Free throws,Opponent Attempted Free throws,Free throw %,Turnover,Turnover (Against),Possessions,Offensive rebounds,Offensive rebounds (against),Defensive rebounds,Defensive rebounds (against),Win %,Close game win %
Louisville,17.9,0.307,17.3,0.303,56.9,0.484,54.4,0.433,17.3,19.2,22,18.1,0.668,11.4,14.1,67.2,11.7,9.7,24.2,23,0.75,0.667
Loyola Mymt,14.5,0.351,20.7,0.392,52,0.438,53.5,0.505,17.6,17.8,18.9,19,0.708,13.5,11.4,64.7,9.7,9.4,19.1,21,0.233,0.571
Loyola-Chi,15.7,0.393,18.9,0.318,47.9,0.506,50.8,0.501,15.7,16.4,15.9,15.3,0.69,12.6,12.1,61.8,6.4,8.3,19.5,19,0.629,0.9
Loyola-MD,15.2,0.325,16.8,0.329,53,0.404,50.9,0.499,19.8,17.8,20,22.8,0.671,12.9,11.2,65.5,9.4,8,21.6,22.7,0.367,0.7
LSU,16.9,0.339,18.2,0.309,59.5,0.501,62.2,0.44,15.7,17.7,19.9,18.3,0.684,14.4,13.6,72.9,10.4,11.7,25.6,22.5,0.667,0.5
Maine,20.2,0.325,20,0.375,53.2,0.455,54.7,0.556,18.4,15.7,14.7,20.1,0.726,14.5,12.7,68.5,6.1,8.7,19.3,24.1,0.1,0.25
*Manhattan,19.4,0.336,13.8,0.324,53,0.488,51,0.48,23,22,25.1,26.7,0.691,15.2,17.2,71.5,8.8,9.1,20.3,21.7,0.576,0.5
Marist,22.3,0.316,19,0.331,50.7,0.465,55.1,0.496,17.7,18.9,19.3,20.2,0.699,13.6,13.8,67.5,6.1,10.9,20.5,25.6,0.219,0.4
Marquette,18.8,0.344,20.3,0.36,53.1,0.488,55.8,0.464,15.7,18,19,16.9,0.645,12.6,13.7,66.7,7.9,11,20.3,22.3,0.406,0.5
Marshall,24,0.311,20.6,0.317,56.8,0.459,59.4,0.491,19.9,18.5,19.8,21.8,0.645,15.3,13.2,72.2,9.4,10.7,23.9,25.4,0.3,0.2
Maryland,19.6,0.376,21.7,0.318,50.8,0.479,57.9,0.441,16.7,20.1,22.6,16.3,0.756,12.3,11.1,66.6,7.7,9.7,24.4,20.7,0.8,0.9
Maryland BC,15.6,0.326,18.7,0.361,48,0.451,53.5,0.496,15.8,18.1,18,17.7,0.644,15.5,12.8,65.9,6,8.9,20.8,23.1,0.133,0.2
Maryland ES,16.9,0.382,20.1,0.324,50.3,0.489,51.7,0.526,19.9,19.4,23.7,21.2,0.656,15.3,13.9,67,9.8,8.6,20.2,18.9,0.546,0.4
Mass Lowell,21.3,0.349,19.8,0.358,50.7,0.446,50.9,0.541,18.1,17.9,17.4,17.4,0.657,13.3,15.2,66.4,5.9,7.9,19,24.4,0.393,0.8
McNeese St,20,0.316,20,0.331,59.8,0.459,56.4,0.532,17.2,15.7,18.5,19.7,0.645,10.6,12.3,67.7,11.8,10,20.7,24.2,0.407,0.556
Memphis,15.8,0.328,16.9,0.304,57.1,0.481,54.7,0.438,18.3,16.2,18.1,21.2,0.666,13.3,12.7,67.8,11.5,9.3,23.3,20.6,0.563,0.5
Mercer,17.5,0.342,21.6,0.352,52.5,0.483,53.9,0.463,16.1,18.4,21.1,17.2,0.682,11,12.1,64.5,9.3,9.5,21.2,20.4,0.515,0.462
Miami (FL),21.5,0.358,18.9,0.324,54,0.474,55.5,0.471,15.6,17.4,19.2,15.8,0.746,10,10.8,65.3,8.1,8.3,22.6,21.8,0.658,0.688
Miami (OH),17.1,0.344,21,0.349,52.5,0.483,51.8,0.537,19,18,20.3,22,0.709,13,13.7,67.9,7,8.2,20.6,23.1,0.387,0.417
Michigan,21.8,0.353,18.8,0.34,53.7,0.47,53,0.508,14.5,15.5,14.3,14.2,0.749,9.7,12,63.2,6.7,8.9,20.6,23.3,0.484,0.4
Michigan St,19.6,0.385,18.3,0.315,55.9,0.508,53.9,0.438,18.9,17.9,18.3,21,0.632,11.3,10.7,66.5,10,7.6,24.7,20.8,0.692,0.5
Middle Tenn,18.7,0.363,15.8,0.357,51.8,0.442,48.6,0.48,18.3,17.4,19.1,20.6,0.708,12.8,12.7,64.3,9.3,6.8,21.5,21.4,0.514,0.539
Minnesota,19.5,0.372,19.8,0.368,57.9,0.501,54,0.483,18.2,18.3,19.1,18.6,0.675,12.1,16.6,70.4,8.5,9.2,20.9,22.9,0.531,0.3
Miss State,13.8,0.311,20,0.332,48.6,0.479,53.6,0.47,19,19.1,22.6,19.6,0.693,14.9,12.1,66,8.5,8.7,22.5,18.8,0.387,0.375
Miss Val St,16.2,0.303,20.4,0.356,59.7,0.417,59.9,0.55,18.4,17.5,19.7,22,0.654,15,14.9,73.8,9.8,12,19.2,26.1,0.188,0.8
*Mississippi,19.5,0.332,22.2,0.358,58.9,0.468,55.4,0.435,19.6,18.7,21.3,22.9,0.773,11.2,12.6,69.6,10.4,9.6,23.5,21.6,0.618,0.385
Missouri,18.5,0.326,18.5,0.344,53,0.442,52.7,0.48,19.5,17.7,17.2,23.2,0.667,12.9,11.1,65.3,8.7,9.5,21,22.9,0.258,0.375
Missouri St,16.4,0.314,17.7,0.369,51.5,0.445,52.1,0.466,17.8,16.3,16.3,19.2,0.74,12,10.1,63.3,8.1,7.9,20.5,21.4,0.31,0.444
Monmouth,15.3,0.338,22.6,0.342,51.6,0.467,53.3,0.443,18.8,18.7,21.1,19.8,0.722,12.9,13.8,66.6,7.8,9.9,21.3,20.9,0.546,0.5
Montana,22.2,0.366,19.6,0.361,53.7,0.529,51.2,0.494,19.4,18,17.9,22.3,0.717,11.8,13,66.9,7.2,7.8,21.3,21.4,0.581,0.539
Montana St,22.7,0.356,15.6,0.394,55.3,0.424,52.7,0.504,20.7,17.9,15.9,23.6,0.72,13.6,11.3,67.6,9,7.6,21.2,23.5,0.207,0.4
Morehead St,18.8,0.34,15.8,0.337,55.9,0.484,48.6,0.484,22.9,17.8,19.4,26.8,0.721,13.4,14.1,68.3,9.9,7.3,21.3,21,0.469,0.333
Morgan St,18.5,0.284,15.7,0.361,60.5,0.391,51.7,0.529,18.7,18,20.2,22.4,0.622,10.7,14.2,67.9,12.5,9.2,18.1,26,0.226,0.4
Mt St Marys,23,0.33,15.5,0.348,54.8,0.455,52.6,0.485,18.3,16.8,16.7,18.7,0.682,12.2,13.7,66.1,9,9,20.3,23.2,0.5,0.375
Murray St,19.6,0.383,19.6,0.337,56.8,0.526,56.7,0.449,18.4,19.3,23.4,20.8,0.695,11.5,12.6,68.7,10.9,10.4,23,20.3,0.818,0.5
N Arizona,19.5,0.347,18,0.317,57.3,0.43,54.3,0.491,18.7,18.4,20.8,20.8,0.754,11.7,11,67.9,11.2,7.2,23.4,21.8,0.595,0.667
N Carolina,13.5,0.358,21.6,0.3,60.7,0.51,58.7,0.455,19.4,18.2,21.4,22.2,0.702,12.7,12.3,71.6,11.8,10.3,25.2,18.8,0.684,0.625
N Colorado,17.9,0.375,20.2,0.402,56.4,0.514,53.2,0.529,19.8,18.2,19.8,21.5,0.706,10.5,13,67.9,8.5,8.4,19.3,20.5,0.464,0.556
N Dakota St,18.4,0.382,17.4,0.362,51.8,0.455,52.4,0.45,15.4,17.1,18.5,16.1,0.693,10,10.2,63.6,7.4,6.4,23.6,22.8,0.677,0.778
*N Florida,22.9,0.381,16,0.313,54.4,0.511,58,0.483,16.8,18.7,21.6,19.8,0.726,12.4,12.1,69.3,8.2,9.7,23.2,21.7,0.625,0.143
N Hampshire,19.7,0.374,17.2,0.311,53.1,0.459,52,0.456,19.5,17.8,19.2,22.1,0.67,12.2,11.2,66.8,7.6,7,24.8,22.8,0.567,0.5
N Illinois,15.7,0.322,21.9,0.339,51.2,0.472,50.4,0.525,19.2,20,24.1,20.6,0.674,13.9,13.8,66.1,10.5,8,20.1,19.4,0.448,0.5
N Iowa,18.4,0.398,18.8,0.321,46.2,0.533,49.5,0.44,14.5,18.4,18.4,13.4,0.733,10.4,11.2,59.6,6.1,7.1,22,18.6,0.886,0.75
N Kentucky,20.9,0.334,18.7,0.355,55.8,0.519,52.6,0.492,20.4,16.4,16.8,23.8,0.665,11.6,10.8,66.8,8.5,8,21.4,22.9,0.393,0.5
N Mex State,12.9,0.363,12.3,0.308,51,0.493,52.2,0.464,16.1,19.1,22.6,17,0.707,13.8,13,64.6,11.2,8.5,21.3,17.3,0.656,0.5
Navy,16,0.333,18.5,0.391,51.2,0.488,49.3,0.497,17.5,16.3,15.7,18,0.668,11.8,12.3,62.8,7.8,7.3,19.8,21,0.387,0.556
NC A&T,17.6,0.284,19.2,0.365,50.5,0.457,51.7,0.479,18.5,18.7,18.8,21.1,0.678,14.8,11.8,64.5,9.5,9.3,19.1,20.3,0.233,0.5
NC Central,18,0.356,17.1,0.291,49.2,0.531,49.5,0.413,18.7,17.6,18.3,20.4,0.685,12.1,12.3,62.6,7.7,8.7,22.1,19,0.733,0.75
NC State,18.4,0.356,17.9,0.33,57.1,0.473,57,0.436,17.6,18.9,20.2,19.8,0.686,10.4,9.7,66.7,10.5,9.4,24,21.7,0.611,0.417
NC-Asheville,21.2,0.352,19.5,0.339,56.3,0.482,56.2,0.49,19.8,17.7,19.9,24.4,0.737,14.3,12.6,70.6,9.4,9.9,22.6,22.1,0.429,0.5
NC-Grnsboro,18,0.361,18.9,0.352,57.1,0.476,52.6,0.497,22,16.9,17.9,25.5,0.629,12.6,12.3,69,8.8,8.5,21.7,23,0.267,0.333
NC-Wilmgton,14.4,0.34,16.4,0.335,57.1,0.463,54.1,0.469,20.9,18.3,21.4,25.7,0.682,12.4,14,70,10.1,9.9,22.7,23.5,0.548,0.778
Neb Omaha,18.7,0.331,19.9,0.376,59.4,0.492,58,0.517,20.4,21.6,25.3,22.5,0.696,13.6,15,75.4,9.6,8.3,22.1,23.3,0.393,0.25
Nebraska,18.3,0.284,20.1,0.334,52,0.48,52.5,0.447,18.7,18.1,19,20.2,0.707,12.5,13.4,66.3,7.8,8.6,22.4,23.6,0.419,0.4
Nevada,13.2,0.258,18.4,0.341,54.1,0.414,54.5,0.457,19.5,17.8,21.6,22.2,0.708,14,10,65.4,12.8,9.7,22,20,0.241,0.3
New Mexico,15.5,0.308,21.6,0.314,51.2,0.486,51.7,0.464,17.4,18,19.6,17,0.658,12.7,11.6,64.1,9.1,7.2,23.1,19.6,0.484,0.3
New Orleans,12.6,0.339,16.8,0.378,54.8,0.452,53.6,0.539,20.7,21.6,25.2,23.6,0.702,15.4,14.7,71.2,10.2,9.1,20,21,0.308,0.333
Niagara,17.5,0.351,18.9,0.379,53.6,0.423,53.9,0.521,18.6,19.1,22.1,19.6,0.695,13.6,11.9,67.5,9.5,8.3,21.2,22.6,0.267,0.455
Nicholls St,17,0.312,17.2,0.357,51.6,0.484,54,0.483,22.2,20,21.9,27.4,0.629,17.2,14,70.8,8.7,10,20.2,22,0.269,0.25
NJIT,22.3,0.371,19.2,0.331,52.9,0.498,54.7,0.446,20.1,19,20.6,24.1,0.689,13.7,12.7,68.7,8,9.8,21.5,21.8,0.586,0.6
Norfolk St,15.7,0.345,22.1,0.339,52.4,0.522,55.3,0.463,20,19,22.4,21.8,0.655,13.7,12,68,9.1,9.3,23.9,19,0.563,0.556
North Dakota,18.1,0.331,16.4,0.386,54.5,0.478,55.1,0.512,21.4,18.8,21,23.3,0.68,12.3,12.5,70.4,6.8,7.9,21.2,24.6,0.214,0.25
North Texas,16.2,0.299,22.1,0.342,53.9,0.478,55.1,0.481,17.8,18.2,21.6,21,0.634,13.4,13.6,68.4,9.3,10.1,22.2,22.8,0.414,0.571
Northeastrn,15,0.386,16,0.344,49.3,0.53,55.7,0.491,14.2,18.3,20.4,13.9,0.725,13.8,9.9,65.5,7.3,6.9,23.2,18.8,0.657,0.455
Northwestern,19.8,0.36,19.7,0.377,52.1,0.483,54.4,0.438,17.9,15,14.9,17.8,0.733,11.2,9.5,63.3,6.9,9.2,22.6,21,0.469,0.556
Notre Dame,20.4,0.39,18.3,0.326,54.2,0.582,58.3,0.474,14.2,16.6,19.9,14,0.742,9.4,11.2,66.1,7.1,9.8,23,20.3,0.842,0.692
NW State,23,0.368,19.6,0.401,63.3,0.516,63,0.518,19,19.8,22.2,23.2,0.752,11.9,14.6,76,9.4,12.9,21.1,24.7,0.536,1
Oakland,21.7,0.355,20.2,0.365,56.4,0.517,57.9,0.528,17.5,18.9,21.5,20,0.686,12.6,11.1,70.2,8.8,8.4,21.4,22.9,0.452,0.556
Ohio,21.3,0.34,20.5,0.359,56,0.49,59.2,0.468,17,16.4,16.2,19,0.735,12.6,10.4,69.1,7.6,9,23.3,23.7,0.333,0.6
Ohio State,18.2,0.37,21,0.323,56.9,0.537,56,0.451,16.1,17.8,19.8,15.6,0.68,11.3,14.3,68,9.6,9.7,23.1,20.7,0.686,0.571
Oklahoma,19.7,0.343,20.3,0.317,58.1,0.482,58.7,0.422,16.3,17.9,19.1,16.7,0.741,12,13.4,69.5,9.7,10.5,25.7,22.7,0.686,0.333
Oklahoma St,20.2,0.346,16.7,0.343,51.8,0.491,52,0.441,19.2,18.2,20.2,21.8,0.73,12,13.6,66.3,7.2,9.5,21.7,22.2,0.548,0.5
Old Dominion,18.2,0.325,18.7,0.312,55.3,0.484,47.9,0.457,17.7,16.9,16.9,19.6,0.666,10.8,12.9,63.1,11.1,6.9,22.3,20.7,0.771,0.8
Oral Roberts,16.2,0.358,16.3,0.375,53.3,0.456,54.4,0.488,19,20.8,23.7,20.6,0.723,11.6,12.3,67.5,8.8,9,21.3,22.5,0.531,0.75
Oregon,20,0.369,19.6,0.332,58.9,0.508,58.9,0.471,18.4,17.4,17.2,20.9,0.767,11.6,11.4,70.3,8.6,9.6,23.7,21.8,0.714,1
Oregon St,16.1,0.32,19.8,0.3,50.5,0.46,48.4,0.444,18.9,17.9,18.6,21.4,0.698,11.8,14.8,63.8,8.1,8.8,20.3,21.7,0.533,0.6
Pacific,19.2,0.342,18.6,0.361,52.9,0.443,51.5,0.507,21.3,19.7,20.8,22.2,0.648,12.4,10.1,64.3,10.1,8.5,20.7,21.6,0.321,0.625
Penn State,19.9,0.336,18.4,0.326,55.7,0.467,55.3,0.436,20.3,18,19.3,22.9,0.695,12.1,11.9,68.5,8.9,9,23.3,22.9,0.529,0.6
Pepperdine,14.4,0.318,16.4,0.273,51.7,0.466,54.2,0.477,17.5,18.4,19.1,18.3,0.742,12.3,12.2,65.5,7.7,9.5,21.7,21.4,0.548,0.375
Pittsburgh,14.2,0.336,15.9,0.349,54.6,0.486,51.6,0.49,17.8,17.1,19,19.5,0.684,9.7,10.8,63.7,9.7,8,20.4,20.8,0.546,0.636
Portland,17.4,0.378,17.8,0.341,55.3,0.469,54.9,0.49,18.4,19.3,19.9,19.7,0.72,11.9,11.2,66.5,10.4,8.7,21.4,20.5,0.484,0.667
Portland St,17.5,0.373,19,0.385,56.4,0.455,57.2,0.502,17.7,19.2,21,18,0.743,11,11.8,69.1,7.7,8.8,21,23.4,0.482,0.5
Prairie View,16.3,0.331,16.1,0.298,58.2,0.469,53.3,0.501,21.4,17.4,17.9,27.3,0.649,14.3,16.9,71.2,9.8,11.9,19,23.3,0.438,0.556
Presbyterian,12.8,0.317,24.3,0.389,50.3,0.488,55.8,0.506,16.1,15.8,16.7,16,0.647,13,10,64.1,6.8,9.6,20.6,21.1,0.214,0.5
Princeton,21.8,0.373,15.3,0.369,48.1,0.53,51.4,0.472,18.9,19.2,22.2,21.5,0.709,12.2,12,66.1,5,7.2,22.4,22.5,0.517,0.4
Providence,16.1,0.313,19.2,0.333,55.6,0.489,53.1,0.471,18.4,19.2,22.6,20.9,0.707,12,12.9,68.1,9.9,8.1,22.2,20.9,0.647,0.75
Purdue,17.6,0.327,16.8,0.351,54.1,0.508,54.9,0.423,18.9,20.1,22.6,21.1,0.683,13.1,11.6,67.7,10.3,8.7,23.2,18.9,0.618,0.615
Quinnipiac,17.9,0.307,18.3,0.351,60.4,0.431,59.6,0.419,19,19.8,21.4,19.9,0.774,13.9,9.5,69.9,14.5,8.8,27,20.8,0.5,0.357
Radford,18.5,0.326,16.1,0.334,56.5,0.505,56,0.478,18.6,17.5,20,20.3,0.686,12,12.5,68.1,10.4,9.8,21.9,20.7,0.613,0.429
Rhode Island,14.4,0.305,13.5,0.273,51.9,0.501,51,0.45,20.9,20.2,24.5,23.4,0.656,13.8,14.5,68.4,9,8.2,22.8,20.9,0.688,0.571
Rice,24.8,0.372,17,0.344,50.3,0.475,52.9,0.49,18.9,16.8,16.9,21.2,0.745,14.2,12.7,66,6.8,9.4,21.1,21.9,0.345,0.462
Richmond,19.4,0.34,15.5,0.303,52,0.528,52.8,0.462,17,17.8,17.1,17.7,0.69,9.9,13.3,64.4,6,9.7,21.2,22.9,0.6,0.353
Rider,18.2,0.334,19.9,0.327,54.2,0.49,51.9,0.466,17.9,18.5,19.3,19.6,0.603,12.5,14.1,66.5,9.7,8.6,22.2,22.3,0.636,0.727
*Rob Morris,16.9,0.375,20.2,0.341,55,0.474,55.5,0.483,18.6,17.8,19.5,20.9,0.709,13.7,15,69,8.9,11.4,21.1,21.9,0.571,0.667
Rutgers,16.1,0.295,20.9,0.337,54.7,0.433,55.5,0.493,16.6,16.8,17.8,17.8,0.653,13,11.8,66.6,9.7,9.2,21.9,24.1,0.313,0.7
S Alabama,19,0.329,18.2,0.342,54.6,0.47,61.3,0.481,17.6,19,22.9,20.9,0.707,14.5,10.5,71,8.9,10.9,23.5,23.4,0.323,0.778
S Car State,18.4,0.301,19.2,0.334,55.3,0.411,54,0.515,18,16.5,18.1,19.6,0.601,12.6,13.1,66.8,9.6,9.7,20.4,25,0.29,0.714
S Carolina,18.4,0.301,18.6,0.317,54.8,0.452,51.3,0.432,19.3,18.8,20.4,22.8,0.739,12.8,13.6,66.8,10.2,9.2,21.7,21.2,0.5,0.364
S Dakota St,21.2,0.381,17.1,0.347,54.7,0.486,54.3,0.45,19.8,20.8,22.1,22.4,0.716,11.3,12.1,68.2,8.4,8.8,23.9,22.1,0.667,0.636
S Florida,14,0.309,18.5,0.374,53.5,0.477,54,0.454,19,17,16.9,23,0.616,13.5,12.2,66.6,8.9,10.2,20.9,21.4,0.258,0.375
S Illinois,12.8,0.333,16.7,0.381,49.3,0.443,46.8,0.482,18.5,18,20.2,19.1,0.696,12.8,13.1,63.1,8.5,5.9,19.3,20.4,0.344,0
S Methodist,11.8,0.363,24.2,0.326,51.2,0.513,53.1,0.429,16.2,18.8,22.5,16.5,0.702,12.3,12.8,64.8,9.9,8.5,23.8,18.4,0.788,0.667
S Mississippi,19.1,0.328,21.9,0.36,49.5,0.487,53.1,0.531,15.6,16.2,16.9,17,0.621,14,12.7,64.3,7.3,9.4,19.2,21.7,0.259,0.571
S Utah,18.6,0.397,16.5,0.372,52.5,0.484,54.3,0.496,22.4,18.7,20.4,27.4,0.667,13.8,10.8,70,5.9,8.1,21.9,23.6,0.321,0.455
Sac State,15.3,0.408,19.4,0.348,52.2,0.509,53,0.547,17,17.3,18.5,17.1,0.739,10.5,12.4,64.8,7,8.4,19.5,20.3,0.613,0.583
Sacred Hrt,16.5,0.32,20.9,0.347,59.5,0.503,60.6,0.477,18.4,18.1,21.3,20.4,0.644,13.8,13,72.5,10.7,11,23.7,23.4,0.452,0.364
Saint Louis,16.6,0.32,16.7,0.357,49.5,0.452,50.2,0.506,20,19.7,20.5,22.4,0.653,13.9,13.4,65.8,7.1,8.6,19.6,22.7,0.323,0.625
Sam Hous St,22.3,0.321,14.8,0.322,55.1,0.473,52.8,0.439,20.6,20.7,25.5,21.7,0.712,13.3,13.7,68.7,11.8,8.2,25,22.3,0.71,0.2
Samford,18.1,0.34,16.4,0.389,54.5,0.492,52.7,0.51,20.5,19.1,20.6,24,0.686,12.9,14.2,69.3,7.9,8.9,19.7,22.1,0.387,0.375
San Diego,18.3,0.345,13.8,0.337,52.7,0.46,50.4,0.469,20,19.4,20.2,21.2,0.69,11.8,13.6,65.6,8.4,8.5,21,22.2,0.467,0.375
San Diego St,16.2,0.32,16.5,0.306,53.1,0.459,51.5,0.423,14.2,16.8,19.2,13.3,0.63,11.4,12.9,63,10.4,8,21.1,20.6,0.743,0.7
San Fransco,18.6,0.337,20,0.355,53.9,0.507,54.5,0.469,20.3,20.4,22.2,21.1,0.632,11.8,12.5,67.8,8.7,9.1,22.5,22.5,0.419,0.286
San Jose St,22.6,0.294,17.6,0.388,51.9,0.387,51.8,0.518,18.3,15.6,15.1,22.2,0.661,13.8,11.4,65,7.6,8.8,19.3,25.4,0,0
Santa Clara,20,0.346,17.1,0.377,52.4,0.46,50.2,0.492,19,17.2,16.3,21.7,0.742,10.5,11.7,62.7,7.9,9.5,19.3,22.7,0.4,0.667
Savannah St,13.3,0.252,13.9,0.371,51.9,0.462,47.9,0.519,19.6,18.2,17.8,24.2,0.565,16.2,16.3,67.7,8.4,8.5,17.6,22.7,0.241,0.5
SC Upstate,23,0.332,21.9,0.319,57.4,0.493,55.2,0.466,16.8,16.8,17.5,16.8,0.66,10.8,13,65.9,10.8,10.1,22,21.3,0.625,0.6
SE Louisiana,18.5,0.312,20.9,0.357,54.8,0.53,57.6,0.486,18.4,17.1,17.8,19.5,0.661,15.5,13.4,70.4,8.3,10,22.5,22,0.258,0.125
SE Missouri,18.6,0.337,17.2,0.392,55.9,0.481,53.9,0.462,20.2,18.4,20.4,22.5,0.663,12.8,12.9,68.5,9.7,9,21.6,22.4,0.393,0.444
Seattle,17.6,0.378,21.2,0.333,48.9,0.475,52.9,0.451,16.8,16.9,17.8,17.7,0.663,13.7,10.8,63.8,7.5,8,22.1,19.3,0.5,0.333
Seton Hall,19.6,0.35,18,0.3,56.3,0.46,56.4,0.49,19.2,19,21.4,21.5,0.657,12.4,12,68.2,10.8,10.3,21.7,22.6,0.516,0.625
Siena,14.8,0.332,17.9,0.362,56,0.466,52.4,0.499,20.7,20.2,23.5,26.7,0.71,12.5,14.3,69,10.8,10.2,18.5,20.8,0.355,0.625
SIU Edward,18.1,0.369,18.1,0.361,53.5,0.453,54.9,0.469,18.3,19.2,20,20.3,0.667,13.6,13.2,68.4,8.2,9.3,21.7,23.5,0.385,0.3
South Dakota,17.7,0.358,19.4,0.339,58.1,0.442,55,0.511,18.6,17.7,19.6,19.5,0.73,11.3,11.7,68.5,9.7,8,22.4,24.2,0.484,0.727
Southern,14,0.306,17,0.298,53.9,0.448,54.3,0.437,20.6,19.5,21.8,24.8,0.639,13.3,13.7,68.7,9.3,10.6,22.1,22.3,0.469,0.375
St Bonavent,16.2,0.314,18.6,0.362,55.6,0.471,54.1,0.453,17.2,18.7,21.1,18.4,0.706,12.4,12.9,67.5,10.2,8.5,23.3,21.4,0.581,0.3
St Fran (NY),18.5,0.291,13.9,0.367,56.9,0.475,52.4,0.447,18.3,20.1,23.3,21.1,0.678,13.1,13.4,67.8,13.4,8,22.4,20.4,0.647,0.5
St Fran (PA),21,0.331,18.7,0.324,51.2,0.503,53.1,0.5,15.7,16.8,17.7,16,0.672,12.4,13.1,64.7,7.4,8.9,20.6,22.4,0.484,0.429
St Johns,17.4,0.345,21,0.326,57.1,0.482,59,0.449,17.7,18.4,20.3,19.7,0.69,10.6,13.2,69.6,8.4,11.3,23.2,24.3,0.625,0.4
St Josephs,18,0.299,18.5,0.347,55,0.455,54.9,0.463,16.8,17.9,19.4,17.2,0.615,12.5,12.4,66.8,9.6,8.8,22.5,22.8,0.419,0.467
St Marys,19,0.371,17.3,0.331,53.1,0.506,53.4,0.472,17.5,18,18.1,17.7,0.726,11.9,9.7,64.1,9.6,7.3,24.2,19.7,0.667,0.571
St Peters,16.6,0.343,17.6,0.312,49.9,0.446,48.6,0.443,19.2,19.6,21.9,22.3,0.66,12.2,13,63.5,9.2,8.5,20.5,20.9,0.471,0.125
Stanford,17.6,0.377,17.9,0.374,56.5,0.46,55.4,0.447,19.1,20,22.9,20.2,0.726,10.8,11.5,68.4,9.6,8,23.7,21.1,0.649,0.455
Ste F Austin,20.1,0.373,13.8,0.337,54.9,0.555,49.3,0.483,21.5,21.2,23,24.2,0.734,13.7,16.6,69.4,10.2,8,21.1,18.1,0.839,0.667
Stetson,18.3,0.318,22.3,0.371,54.7,0.483,59.1,0.491,17.3,17.5,18.6,18.7,0.657,12.2,10.9,68.1,7.3,11.1,21.5,24.6,0.214,0.444
Stony Brook,16.5,0.322,18.7,0.342,56.9,0.451,52.9,0.43,16.9,17.6,18.4,17,0.664,12.2,11.7,65.6,12.3,7.1,24.2,22,0.636,0.556
Syracuse,16.6,0.3,20.8,0.314,57.3,0.482,55.7,0.459,15.2,17.4,20.4,16.7,0.658,11.9,14.1,68.4,10.5,9.4,22.9,21.8,0.581,0.636
Temple,20.9,0.304,18.1,0.314,58.1,0.434,55.1,0.433,17.1,17.1,20.7,18.5,0.699,9.5,12.3,67,10.4,9.1,24.5,24.6,0.703,0.625
Tennessee,18.3,0.331,20.7,0.369,53.3,0.474,47.9,0.492,19.5,16.9,17.2,20.9,0.691,12.1,13.9,63.2,10.4,8.5,18.7,19.6,0.5,0.556
Texas,18.4,0.338,17.3,0.347,54,0.483,56.2,0.377,16.3,18.6,19.8,19.6,0.723,12.8,8.9,65.7,10.9,8.4,26.2,18.3,0.588,0.333
Texas A&M,15.7,0.349,22.7,0.31,53.8,0.496,53,0.471,18,18.2,20.5,19.3,0.658,12.5,12.5,66.6,9.4,8.3,23.2,19.8,0.636,0.625
Texas State,16.3,0.311,17.7,0.305,52.8,0.428,50.6,0.486,17.6,17.9,19.3,18.5,0.696,12.8,14.8,66,8.5,8.5,19.6,23.2,0.393,0.25
Texas Tech,16.4,0.323,20,0.34,50.3,0.445,52.1,0.482,17.4,19.9,23.2,19.3,0.642,13.8,12.8,65,10,9,20.3,21.1,0.406,0.5
TN Martin,19.8,0.394,21.1,0.354,53.1,0.5,54.7,0.494,15.2,16.3,16.6,15.8,0.711,11.8,9.7,64.4,8.4,7.3,22.9,20.4,0.594,0.727
TN State,15.9,0.348,22.5,0.327,49.5,0.4,52.8,0.515,20.2,17.9,20,22.2,0.621,14.1,11.7,65.4,7.7,9.6,21.5,24.1,0.103,0.2
TN Tech,17.5,0.322,19,0.368,57.2,0.491,53.4,0.52,19.4,17.7,19.9,22.8,0.683,13.9,12.6,69.1,11.3,7.9,21.5,20.9,0.357,0.417
Toledo,16.2,0.366,22.4,0.317,55.7,0.512,58.6,0.51,17.1,19.8,22.9,18.2,0.742,12.3,10.9,69.2,9.2,9.5,23.9,21.1,0.606,0.5
Towson,13,0.301,17.4,0.342,51.5,0.444,51.8,0.457,21.2,20,24.9,23.3,0.663,13.4,9.3,64.3,11.8,8.4,22.4,18.9,0.355,0.353
Troy,19.8,0.335,21.3,0.333,53.7,0.481,57.3,0.512,15.6,18.1,20.4,16.2,0.662,14.1,13,67.9,9.4,10.1,21.3,21.7,0.296,0.375
Tulane,19.7,0.319,15.3,0.337,54.4,0.455,52.3,0.496,17.7,18.2,18.9,18.8,0.652,12.8,13.2,66.4,9.7,8,21.3,21.8,0.467,0.667
Tulsa,17.1,0.323,20.8,0.333,53.2,0.464,54.3,0.428,16.7,19.5,22,16.8,0.647,11.4,12.7,66,9.3,8.5,24.2,22.2,0.697,0.75
TX A&M-CC,14.8,0.335,18.1,0.322,49.3,0.487,50.6,0.483,20.6,21.4,25.1,23.3,0.688,12.3,13.1,65.3,8.4,9.3,20,20.6,0.563,0.6
TX Christian,13.9,0.327,12.6,0.336,54.8,0.475,51.5,0.424,20.6,21.5,25.5,24.8,0.615,12,13,66.8,11.9,9.6,21.9,21.3,0.546,0.2
