Team,3 point attempts,3 point %,3 point attempts allowed,3 point % allowed,field goal attempts,2 point %,field goal attempts allowed,2 point % allowed,Fouls per game,opponent fouls per game,Attempted Free throws,Opponent Attempted Free throws,Free throw %,Turnover,Turnover (Against),Possessions,Offensive rebounds,Offensive rebounds (against),Defensive rebounds,Defensive rebounds (against),Win %,Close game win %,SOS
Abl Christian,21.3,0.364,17.6,0.297,59.3,0.493,51.2,0.468,19.4,19.4,19.4,21,0.695,13.6,18.8,72.3,9.6,7.8,22.6,23,0.8,0.75,-2.3
Air Force,21.1,0.33,21.2,0.366,46.8,0.541,52.4,0.591,16.6,16.7,14.4,17.2,0.693,14.4,13.9,65,3.6,9,17.2,23.1,0.2,0.5,-1.1
Akron,28.1,0.334,21,0.316,60.7,0.527,62.2,0.493,18.4,18.3,18.6,17,0.754,12,11.6,72.3,9,10,25.2,22.6,0.619,0.6,0.4
Alab A&M,19.1,0.29,19.8,0.283,57.9,0.454,59.4,0.448,18.2,16.7,18.4,22.2,0.627,15.3,12.8,72.5,9.4,10.2,25.5,25.7,0.4,0.75,-11.2
Alabama,30,0.352,21.3,0.291,64.4,0.507,62.2,0.468,18.3,18.2,18.5,19.1,0.708,13.9,15.3,76.7,10.5,9.7,26.1,24.2,0.788,0.7,10.7
Alabama St,19.4,0.317,18.4,0.325,56.1,0.413,57.9,0.49,19.1,21.6,23.9,21.4,0.647,16.2,14.9,74.2,9.2,8.9,23.8,25.8,0.222,0.25,-13.7
Albany,18.9,0.337,20.6,0.345,55.2,0.505,55.9,0.511,17.8,18.4,18.8,16.4,0.724,12.6,14.6,70.7,5.8,7.8,21.9,23.4,0.438,0.2,-3.6
Alcorn State,19.8,0.301,20.4,0.346,58.3,0.44,52.2,0.577,20.7,17.8,19.8,26.2,0.726,14.5,15.7,73.1,8.6,7.8,19.6,23.9,0.316,0.25,-10.6
American,23.8,0.378,17.2,0.291,55.7,0.495,58.4,0.529,19.3,15.6,14.9,22.4,0.705,15.8,12.5,72.1,6.6,9.3,23,23.4,0.4,0.667,-2.8
*App State,25.6,0.317,21.7,0.337,57.5,0.464,57.8,0.496,13.6,17.2,18.8,13.7,0.723,12,13.4,69.3,9,8.6,22.4,24.7,0.52,0.5,-4
AR Lit Rock,18,0.312,22.5,0.349,53.6,0.522,57,0.497,16.2,18.8,20.2,15.8,0.71,15.4,13.8,69.9,8.9,8.2,23,21,0.4,0.364,-2.6
Arizona,18,0.372,20.7,0.341,57.4,0.481,56.5,0.48,17.8,20.2,24,18.3,0.727,11.9,12.4,70.6,10.2,6.9,25.1,21,0.654,0.5,8.8
Arizona St,21.5,0.333,21.2,0.362,60.6,0.488,58.4,0.515,19.1,18.2,20.2,21.1,0.728,11,15.2,74.5,6.6,9.1,21.9,27.7,0.44,0.667,9.1
Ark Pine Bl,16,0.308,19.1,0.4,54.2,0.419,57.4,0.512,18.2,18.9,20.9,22,0.723,15.8,12.9,71.4,8.6,9.3,21,24.5,0.16,0.25,-9.3
Arkansas,21.9,0.332,23.1,0.336,64.8,0.512,61.2,0.463,16.9,19,21.2,17.8,0.74,12.9,15.1,76.6,10.7,8.4,26,24,0.781,0.714,10
Arkansas St,16.3,0.374,20,0.352,57.2,0.448,59.7,0.479,16.3,17.9,19.8,16.6,0.724,13.5,12.2,70.7,9.6,8.9,24.4,23,0.381,0.333,-4.4
Army,23.5,0.323,23.6,0.367,58,0.539,58.1,0.506,15.8,17.5,17,14.1,0.633,12.7,13.7,72.1,6.2,7,23.9,25.6,0.524,0.833,-2.5
Auburn,27.8,0.326,22.4,0.327,60.3,0.531,63.3,0.499,17.9,19.8,21.8,20,0.708,16.2,13.7,75.8,11,10.7,24.6,21.9,0.482,0.333,9.4
Austin Peay,21,0.333,20.1,0.369,59.3,0.506,54,0.545,17.4,18.1,17.4,17.8,0.757,14.7,15.4,70.2,11.6,8.1,20,21.5,0.48,0.364,-5.8
Ball State,24.8,0.342,23.4,0.31,60.2,0.514,61.7,0.504,19.2,17.8,17.3,22,0.751,14.3,12.5,74.3,8.6,10.3,25,24.3,0.435,0.333,0.9
Baylor,24.1,0.413,18.8,0.329,62.9,0.532,54.7,0.487,17.1,16.4,16.7,17.1,0.708,11.5,17,71,11.2,8.9,21.8,20,0.933,1,13.3
Bellarmine,17.3,0.373,25,0.389,55,0.55,52.5,0.528,16,16.1,15.5,14.9,0.765,11.5,15,67.1,6.7,7.5,20,21,0.6,0.6,-4.8
Belmont,26.1,0.347,22,0.34,61.2,0.594,60.2,0.482,14.6,16.3,17.1,14.8,0.74,12,14.8,73.2,7.9,9.1,25.7,23.6,0.862,1,-4.5
Beth-Cook,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Binghamton,26.2,0.331,20.7,0.367,57.7,0.483,57.6,0.495,17.1,15.7,13.4,18.1,0.672,13.9,11.1,68.9,8.9,8.5,23.7,24.1,0.222,0,-4.1
Boise State,22.6,0.349,19.8,0.331,58.1,0.522,56.7,0.489,17.2,19,19.8,15.9,0.742,11.8,14,71.4,8,6.8,24.5,22.8,0.667,0.556,5
Boston Col,27.3,0.33,21.8,0.354,59.3,0.5,60.4,0.568,16.2,17.4,17.6,17.6,0.702,13.7,13.4,73.6,8,8.3,22.8,26.5,0.2,0.25,8.6
Boston U,21.8,0.318,20.4,0.36,57.4,0.509,58.2,0.533,16.9,16.9,16.4,17.3,0.75,12.5,10.3,69.1,8.6,7.7,24.1,22.9,0.389,0.5,-3.1
Bowling Grn,25.7,0.316,23.8,0.334,66.6,0.477,60.8,0.515,17.2,16.8,18.6,18.2,0.735,9.8,13.8,74,10.9,9.5,24.2,27.2,0.52,0.2,0.2
Bradley,21.1,0.314,24.5,0.381,57.8,0.516,55.5,0.464,16.5,13.7,13.1,16.8,0.729,12.6,11.9,67.9,8.3,7.8,24.8,23.4,0.385,0.375,1
Brown,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Bryant,24.9,0.377,25.8,0.292,61.3,0.51,66.6,0.485,16.8,18.8,20.8,18.4,0.76,15.5,13.2,77.8,8.6,11,27.2,24.4,0.667,0.429,-5.9
Bucknell,22.3,0.33,20.6,0.36,56.9,0.536,63.6,0.475,17.4,17.5,20.7,18.6,0.762,12.7,11.5,74.1,5.3,9.8,25.8,25.5,0.417,0.5,-5.7
Buffalo,20.8,0.339,21,0.286,66.6,0.513,64.1,0.48,17.8,17.2,19.8,18.3,0.668,13.9,13.1,76.7,13.5,8.8,27.4,23.5,0.625,0.2,1
Butler,22.2,0.323,20.5,0.35,55.7,0.468,54.5,0.534,16.2,16.7,16.4,15.5,0.646,11.4,12.3,67.5,7.6,6.4,21.4,24.8,0.4,0.667,9.6
BYU,22.8,0.367,21,0.328,59.1,0.548,60.5,0.458,18,18.5,16.5,17.8,0.73,13.5,11.1,72.4,8.3,7.3,28.1,21.7,0.731,0.5,8.4
Cal Baptist,22.8,0.395,19,0.368,56.6,0.502,59.7,0.499,20.3,19.5,20.9,22.2,0.733,14.1,11.5,72.4,8.2,9.4,24.9,23.3,0.474,0.286,-6.6
Cal Poly,20.1,0.315,18.6,0.357,54.3,0.429,56.6,0.49,18.9,17.3,16,20.7,0.72,13.9,12.4,70,6.3,8.3,22.3,26.1,0.13,0.4,-4.2
Cal St Nrdge,22.3,0.335,23,0.364,59.2,0.472,58.1,0.542,17,18,18.8,18.8,0.726,11.8,13.3,72.1,7.4,8.6,21.9,26.1,0.381,0.556,-3.8
California,21.5,0.329,17.3,0.379,52.7,0.495,53.3,0.511,17.8,16.8,17.9,18.1,0.705,12.7,11.6,67.1,6.5,6.6,21.6,23.1,0.286,0.286,7.5
Campbell,18.6,0.374,20.3,0.31,51,0.554,53.8,0.554,16.9,17.7,17.2,16.4,0.679,12.2,14.2,66.9,4.6,8.5,20.1,22.6,0.6,0.833,-6.6
Canisius,25.2,0.297,17.8,0.341,60.5,0.488,57.5,0.503,18,18.2,19.1,18.2,0.71,12,14.5,72.8,8.8,7.6,23.1,25.6,0.539,0.5,-4.5
Central Ark,19.6,0.36,24.6,0.382,57.5,0.468,64.3,0.517,18,17.3,18.6,18.5,0.713,17.6,11.4,75.5,8.7,8.8,24.4,23.8,0.174,0.4,-3.9
Central Conn,22,0.324,23.6,0.352,58.6,0.485,60,0.546,17.1,16.1,16.6,18.2,0.702,14.2,14.4,73.5,7.1,9.7,21.5,25.9,0.238,0.25,-6.3
Central FL,22,0.355,21.9,0.327,54.9,0.479,57,0.494,16.9,16.4,16.8,19.1,0.729,14.8,13.3,70,7.9,9.2,21.6,22.4,0.478,0.625,7
Central Mich,19.3,0.322,25.3,0.364,60.5,0.488,63.4,0.536,17.2,18.9,21.9,17.5,0.678,13.3,13.4,75,8.7,10.5,22.9,26,0.25,0.4,-4.7
Charl South,24.3,0.311,22.3,0.343,56,0.464,60.1,0.503,18.5,17.4,16.9,20.7,0.712,16.7,12.5,72.5,7.6,10.3,24,24.4,0.1,0.333,-7.2
Charlotte,17.5,0.327,21.4,0.318,50.2,0.493,55.4,0.529,14.5,15.6,18.7,13,0.737,13.2,12.1,66.6,6,6.7,23,23.1,0.375,0.556,-1.1
Chattanooga,23.3,0.354,20.7,0.343,57.8,0.486,58,0.522,14.4,15.8,16.3,13.6,0.79,11,13,70.2,6.3,7.2,23.9,25.4,0.667,0.615,-2.2
Chicago St,22.6,0.251,22.8,0.395,55.2,0.439,62,0.606,19.8,14.7,14,20.3,0.698,15.6,11.6,72.6,4.7,10.8,18.9,29.3,0,--,-5.3
Cincinnati,22.8,0.311,19.8,0.336,58.2,0.494,56.5,0.492,18.9,17.4,19.2,21.4,0.656,14.6,13.3,72.9,8.5,7.5,23.3,24.1,0.522,0.727,6.2
Citadel,27.4,0.328,23.3,0.316,61,0.538,65.5,0.558,16.1,19,20.4,17,0.711,12,10.4,75.8,7.4,7.8,25.6,27.2,0.429,0.6,-4.1
Clemson,23.9,0.345,21.6,0.334,55.1,0.486,52.7,0.477,15.6,15.3,12.8,15.3,0.769,12.6,14.1,66.5,7.5,7.5,22.4,22.5,0.667,0.667,10.5
Cleveland St,19.8,0.321,24,0.307,57.7,0.517,56.7,0.512,19.4,16.6,18.8,21.3,0.671,12.9,13.8,70.6,8.8,10.2,22.7,22.7,0.704,0.857,-2.8
Coastal Car,23.7,0.343,28.5,0.312,60.3,0.486,61.5,0.463,17.5,18.5,20.4,18.2,0.734,15.8,13,74.2,11.7,8.9,28.2,22.2,0.636,0.429,-4.9
Col Charlestn,22.2,0.382,21.7,0.366,55.6,0.478,54.2,0.501,16.6,15.7,15.1,18.2,0.703,10.7,11.6,67.1,6.6,7.1,22.6,23.9,0.412,0.429,-3.5
Colgate,22.8,0.405,23,0.264,62.8,0.543,63.5,0.494,16.2,17.6,19.4,16.7,0.723,10.8,11.9,74.3,8.6,8.9,28.7,23.2,0.875,0,-2.7
Colorado,20.7,0.372,19.1,0.333,56.7,0.504,54.5,0.468,16.4,16.5,16.7,15.8,0.819,11.4,13.1,68,8.1,7.1,23.5,20.7,0.719,0.444,10.2
Colorado St,24.1,0.352,25.2,0.308,54.7,0.551,58,0.509,16.6,18.1,18,15.3,0.792,13.7,13.9,70.4,6.6,8.7,25.3,22.7,0.704,0.75,4
Columbia,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Connecticut,20.1,0.335,18,0.324,60.3,0.483,54,0.458,18.8,17,17.5,19.9,0.722,11.7,13,68.5,11.8,7.9,23.3,20.5,0.652,0.25,10
Coppin State,28.9,0.303,27.9,0.308,58.5,0.516,68.5,0.491,17.9,20.5,25.6,18.5,0.622,15.8,16.2,80.8,5.9,12.5,27.1,31.3,0.409,0.5,-5.9
Cornell,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Creighton,26.2,0.361,23.9,0.317,60.1,0.557,60.9,0.467,15.3,16,15.4,15.5,0.64,11,12.5,71.7,6.9,8.9,25.4,24.6,0.71,0.636,10.1
CS Bakersfld,15.7,0.338,20.3,0.349,58.5,0.475,50,0.494,19.6,16,15.8,21.1,0.717,12.9,13.5,67.4,11.4,6.2,21.6,19.3,0.542,0.5,-2.5
CS Fullerton,21.1,0.38,20.5,0.397,58.9,0.481,61.1,0.525,17.3,19.3,21,17,0.737,12.9,13.6,74.5,6.9,8.7,22.5,25.6,0.333,0.286,-4.7
Dartmouth,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Davidson,26.4,0.357,21.6,0.337,54.6,0.568,53.5,0.497,15,16,14.7,15.3,0.682,11,10.3,64.9,7.7,6.1,23.7,21.3,0.571,0.25,4.8
Dayton,21.5,0.372,22.6,0.321,51.6,0.553,59.7,0.487,15.4,16.9,17.4,15.7,0.713,14.4,11.9,69,5.6,9.8,24.7,21.4,0.583,0.455,5.6
Delaware,20.7,0.314,18.1,0.34,52.6,0.51,56,0.467,18.1,18.4,20.4,18.1,0.717,14.1,11.6,68.4,8.1,7.7,24.1,22.2,0.429,0.667,-4.4
Delaware St,26.1,0.311,23.9,0.355,61.8,0.45,61.9,0.556,22.1,18.2,18.4,28.2,0.732,17.4,14.5,79.9,8,9.8,22.3,27.1,0.059,0,-10.6
Denver,19.3,0.348,20.9,0.393,55.7,0.486,55.2,0.538,21,20,19,23.7,0.721,15.2,13.8,73.4,6,7.3,21.3,25.3,0.05,0.125,-6.4
DePaul,17.2,0.315,24.1,0.309,60.7,0.457,59.3,0.491,19.7,16.1,14.4,20.9,0.678,15.8,14.4,73.1,10.5,10.4,23.4,23.5,0.263,0.5,8.4
Detroit,26.1,0.391,25.3,0.368,58.6,0.522,59.6,0.533,14.2,16,14.8,13.4,0.804,11.5,12.7,69.8,7.8,8.5,22.2,22.9,0.546,0.429,-3.2
Dixie State,19.7,0.297,22.2,0.325,57.8,0.459,61,0.539,21.5,19.6,20.5,22.3,0.735,15.5,14.6,75.6,7.7,10.4,23.2,27.6,0.316,0.833,-6.6
*Drake,19,0.364,19.5,0.304,60.1,0.529,54.9,0.498,15.9,14.2,14.8,16.4,0.711,10.2,12.3,68,8.8,7.4,24,21.6,0.828,1,1.9
Drexel,19.6,0.371,18.6,0.32,55,0.52,56.2,0.512,14.9,15.3,15,14.9,0.78,12.8,10.5,67.3,7.5,6.7,23.6,20.5,0.6,0.429,-2.1
Duke,23.8,0.352,18.4,0.356,61.6,0.541,57,0.503,17.1,15.1,14.4,18.2,0.691,12.8,13.8,71.3,9.8,8.5,22.9,23.1,0.542,0.286,9.6
Duquesne,21.4,0.299,21.9,0.284,57.8,0.493,56.2,0.503,17.2,16.6,18.3,19.9,0.65,13.3,13.4,69.8,10.1,9.2,23.6,24.2,0.5,0.667,3.8
E Carolina,18.7,0.298,23.7,0.319,57.1,0.455,54.6,0.497,17.4,17.3,18.9,20.9,0.729,12.8,14.2,70.8,8,8,22.9,25.1,0.389,0,1.8
E Illinois,21.3,0.324,22.1,0.363,60.1,0.497,59.3,0.503,16.1,15.1,15.4,18.4,0.657,14.2,13.4,72.5,9,9.1,22.6,24.7,0.333,0.333,-5.3
E Kentucky,26.7,0.358,21.2,0.33,66.8,0.496,59.7,0.518,18.5,16.5,17.1,19.2,0.703,12.8,18.7,78.3,9.2,9.3,22.6,27.3,0.741,0.778,-5.2
E Michigan,22.5,0.306,25.3,0.392,59.5,0.472,58.9,0.585,16.4,15.5,16,16.6,0.742,11.9,13.3,71.3,7.7,8.7,20.2,26.4,0.2,1,-4.4
E Tenn St,23.2,0.349,24.9,0.344,56.5,0.49,54.7,0.493,17.4,16.8,16.8,17.3,0.698,13.7,13.4,68.6,9,8.2,24.2,22.7,0.478,0.167,0.5
E Washingtn,23.4,0.36,21.9,0.321,58.8,0.544,61.3,0.478,17,18.4,17.9,16.8,0.803,11.8,11.5,72.6,6.4,8.3,26,23.1,0.652,0,-0.7
Elon,24.9,0.332,22.1,0.324,56.9,0.471,52.4,0.503,18.7,15.2,13.2,20.7,0.751,11.6,12,68,7,5.9,23.9,24,0.5,0.75,-3.1
Evansville,25.5,0.377,14.6,0.41,52,0.5,50.2,0.557,15.1,16,13.2,17.2,0.718,11,11.6,64,5.2,5.8,20,24.3,0.36,0.6,0.1
F Dickinson,21.5,0.375,23.4,0.335,59.7,0.493,60.8,0.548,18.3,17.2,18.5,20.6,0.712,14.2,14,74.1,8.8,10.4,22,23.4,0.375,0.571,-5.7
Fairfield,19.1,0.315,18.7,0.326,53.9,0.444,56.2,0.493,17.8,18.8,18.4,17.3,0.696,12.9,10.7,67.2,8.4,7.9,23.8,23.3,0.37,0.571,-4.6
Fla Atlantic,24.1,0.354,19.9,0.354,58.6,0.502,54.7,0.477,18.6,17.1,17.6,20.8,0.663,14.2,12.9,71.1,10.1,6.4,24.9,23.1,0.474,0.333,-3.7
Fla Gulf Cst,27,0.289,23,0.315,61.3,0.51,60.9,0.495,15.8,15.4,14.7,16.3,0.655,14.5,13.4,73.1,9.2,9.4,25.1,25.2,0.5,1,-6.9
Florida,19,0.356,21.1,0.307,56.3,0.53,58.3,0.488,18.6,17.8,19.1,20.5,0.753,15,14.3,72.4,8.4,9.4,23.3,20.2,0.6,0.571,10.2
Florida A&M,15.2,0.314,21.1,0.285,56.3,0.492,58.1,0.508,18.2,17.4,16.8,19.7,0.652,16.9,15.2,72.6,8.5,10.2,23.1,22.1,0.4,0.4,-7.4
Florida Intl,29.5,0.327,18.4,0.369,60,0.519,58.7,0.532,18.2,15.4,14.4,20.4,0.675,15.2,15.6,74,8.2,9.9,20.6,25.9,0.227,0.167,-4
Florida St,20.4,0.376,23.2,0.325,58.4,0.527,58.6,0.445,18.4,16.6,19,20.6,0.741,14.4,13.8,72.1,9.9,9.8,24.2,19.7,0.72,0.667,10.5
Fordham,21,0.269,26.1,0.334,51.1,0.422,54.5,0.528,15.8,15,14.1,15.1,0.67,13.4,12.4,65.4,5.6,8.8,21.4,27,0.143,0.333,1.8
Fresno St,21,0.326,20,0.358,53,0.487,53.6,0.499,17.9,18.1,19.5,18,0.669,14.3,12.6,67.7,9.1,7,22.3,22.4,0.455,0.667,-0.1
Furman,28.6,0.348,22.1,0.343,59.2,0.608,57.7,0.515,16.9,14.5,15.3,16.5,0.723,12.6,14.5,71.7,7.5,8.2,23.8,22.6,0.591,0.286,-0.1
GA Southern,24.1,0.309,22.2,0.362,57.7,0.491,56.5,0.489,17.4,16.3,16.8,17.8,0.657,14.9,15.4,71.2,9.7,9,22.1,24.3,0.409,0.5,-5.3
GA Tech,21.2,0.348,19.7,0.368,58.2,0.551,56,0.508,15.8,15.2,16.5,16.2,0.726,11.2,15.7,70.6,6.7,8.7,21.2,23.2,0.654,0.625,9.7
Gard-Webb,24.7,0.361,22.4,0.341,56.3,0.51,55.2,0.469,18.9,16.5,16.9,20.1,0.69,11.7,12.2,68.6,7.8,8.1,23.6,23.3,0.423,0,-4.6
Geo Mason,22.4,0.327,21.2,0.357,61.7,0.485,57.8,0.484,16.2,16.9,18.1,16.5,0.634,12.6,13.8,72.9,10.1,6.4,25.4,25.5,0.571,0.75,0.9
Geo Wshgtn,18.5,0.324,22.2,0.342,54.6,0.504,60.8,0.508,14.5,16.1,19.7,15.2,0.699,13.7,11.6,70.3,7.1,9.5,25.4,22.9,0.294,0.286,-1.4
Georgetown,22.8,0.365,24.7,0.338,58.5,0.461,61.9,0.478,15.9,17.2,18,16,0.753,15.2,11.5,72.4,9.7,8.7,26.5,23.5,0.5,0.6,10.4
Georgia,19.8,0.323,22.7,0.342,61.8,0.518,61.9,0.533,18.5,19.1,21.2,19.4,0.687,16.3,16.4,77.6,10.2,10.3,22.8,23,0.52,0.714,7
Georgia St,21.6,0.345,24.8,0.341,61.6,0.51,61,0.471,17.2,18.1,20.1,21.1,0.689,12.2,14.3,74.1,9.5,10.9,24,23.9,0.7,0.833,-2
Gonzaga,20.4,0.368,20.7,0.327,61.4,0.639,61.4,0.47,16.3,19.3,21.9,15.8,0.731,12,14.4,76,7.9,7.3,26.7,20.6,0.969,1,11.6
Grambling St,15.8,0.333,22,0.342,54.6,0.469,58.1,0.439,18.2,18.2,22.8,22.1,0.667,15.6,15.1,73,8.1,10.6,24.3,24.1,0.478,0.625,-10
Grd Canyon,20.2,0.318,22,0.305,55.7,0.552,56,0.454,17.2,18.4,18.6,16.9,0.691,13.3,10.8,68.2,9,7.2,26.5,20,0.667,0.333,-1.8
Hampton,22.3,0.332,22.5,0.338,57.5,0.493,59.5,0.483,17,15.2,16.4,21.1,0.725,12.7,12.6,71.7,6.7,9.9,24.1,26,0.44,0.778,-8
Hartford,23.1,0.323,23.4,0.29,54.4,0.51,57.3,0.506,16.1,16.2,15.5,14,0.716,13.1,13.4,68.3,6.7,8.9,23.3,23.7,0.625,0.8,-3.9
Harvard,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Hawaii,21.9,0.357,17.4,0.338,56.9,0.486,58.2,0.498,16.5,17.9,17.3,16.1,0.726,13.6,11.5,70.3,8.5,7.1,23.3,22.5,0.474,0.667,-3.9
High Point,16.5,0.29,24.5,0.355,56.5,0.467,54.6,0.517,17.8,19.3,21.7,18.6,0.687,12.6,13.6,69.2,10,8,22,22.9,0.375,0.571,-6.4
Hofstra,22.9,0.33,22.9,0.338,58.3,0.517,60.1,0.514,16,18.3,19.3,15.5,0.717,12.1,12,70.7,9,8.8,24,24.2,0.565,0.6,-1.6
Holy Cross,19.6,0.354,19.3,0.356,59.4,0.49,58.4,0.522,19.1,15.9,15.5,20.6,0.698,12.9,13.1,72.2,7.7,8.9,21.4,24.9,0.313,0.333,-3.4
Houston,25.5,0.348,19.2,0.299,60.6,0.49,51,0.434,18.2,17.8,18.9,21,0.733,10.6,13.8,67.2,13.1,7.5,23.7,19.4,0.871,0.6,8
Houston Bap,23.6,0.333,24.2,0.343,59.4,0.479,63.2,0.557,17,17.8,16.8,17.8,0.731,16.8,13.9,75.9,7.8,10.2,23.2,25,0.208,0.5,-6.9
Howard,26,0.346,31,0.339,57.3,0.504,67.3,0.559,16.5,18.8,21.3,18.3,0.682,13.5,9.3,75.3,6.3,9.3,25.5,27.8,0.25,1,-7.6
Idaho,16.3,0.341,20.8,0.381,51.5,0.474,56.5,0.526,18.9,16.7,15.2,20.2,0.725,16.4,11.7,69.4,5.6,8.5,20.6,23,0.046,0.2,-3.9
Idaho State,19.7,0.302,15.8,0.365,51.1,0.483,53.4,0.451,19.1,20.4,19.7,19,0.693,15.4,12.3,67.5,8.3,7.4,22.4,20.6,0.421,0.5,-7.4
IL-Chicago,24.7,0.327,16.2,0.301,59.1,0.502,60.6,0.491,18.6,14.8,13.5,20.5,0.659,13.2,10,71.7,6.9,8.9,24.7,25.5,0.409,0.667,-4.8
Illinois,17.6,0.372,19.7,0.329,58.7,0.554,60.4,0.451,17.7,19.6,22.3,18.2,0.69,13,11.5,73.3,9.1,7.1,28.2,21,0.774,0.7,13.4
Illinois St,22.9,0.34,24.4,0.315,58.1,0.5,59.9,0.547,16.4,14,13.8,16,0.658,13.5,11.6,71,7,8.1,24.6,25.4,0.25,0.25,0.1
Incar Word,20.9,0.382,18.9,0.308,52.8,0.458,56.8,0.552,17.9,17.1,17.2,19.2,0.699,13.9,12.4,68.7,6.1,9.6,20.8,23.8,0.263,0.333,-10.2
Indiana,18.1,0.324,21.4,0.334,55.9,0.485,57,0.481,17.7,19.8,23.2,19.1,0.665,11.9,12.2,70.5,7.9,8.4,23.8,25.3,0.444,0.5,12.3
Indiana St,17.7,0.339,20.4,0.331,53,0.479,53.7,0.526,15.1,17.7,19.3,15.2,0.736,12.1,14.4,67.5,7.2,7.2,21.7,23.4,0.583,0.667,2
Iona,21.2,0.346,20.1,0.302,56.1,0.499,53.5,0.463,21.6,19.3,19.3,24.7,0.744,15.6,13.7,71.3,9.1,8.1,24.7,21.2,0.667,0.667,-3.9
Iowa,25.2,0.386,25.5,0.348,63.3,0.527,64.6,0.466,14.9,18.5,20.2,14.3,0.715,9.5,11.5,72.4,10.1,10.3,27.4,23.5,0.71,0.5,13
Iowa State,22.8,0.321,20.1,0.33,58.9,0.48,58.7,0.532,18.6,13.9,11.5,21.3,0.783,14.9,13,72.2,6.9,9.8,21.6,25.5,0.083,0,9.1
IPFW,22.2,0.4,24.2,0.336,54.7,0.57,61.6,0.539,18,15.8,16.5,18.7,0.689,17.1,12.3,73.4,6.7,8.9,22.5,20.4,0.348,0.429,-5.3
IUPUI,23.1,0.344,20.1,0.305,59.4,0.473,57.7,0.565,18.9,16,18.1,20.3,0.718,13.9,13.7,74.1,7.9,6.8,22.5,25.6,0.444,0.833,-4.4
Jackson St,16.3,0.34,15.4,0.303,55.7,0.419,54.3,0.429,19.3,18.6,23.4,22.3,0.68,15.4,15.7,72.4,9.5,8.5,25.6,24.3,0.667,0.667,-9.3
Jacksonville,21.5,0.314,22.5,0.337,54.5,0.499,57.4,0.52,15.7,17.9,18.7,15.9,0.669,13.7,14.3,69.9,7.3,9.1,22.3,24.9,0.409,0.444,-6.8
James Mad,24.2,0.333,26.5,0.326,58.4,0.509,57.9,0.503,18.9,19.9,23.8,19.2,0.672,11.9,14.9,73.2,8.7,8.6,24.1,25.4,0.588,0.5,-3.7
Jksnville St,22.9,0.346,25.7,0.327,57.6,0.528,61.3,0.475,15.7,16.4,17.8,15.6,0.686,13.7,10.8,70.3,9.7,9,25.4,21.4,0.64,0.455,-3.5
Kansas,22,0.336,21.9,0.335,60.3,0.489,58.2,0.467,15.5,16.6,18,15.6,0.718,11.9,13.9,71.1,10.1,8.1,24.6,24,0.69,0.75,11.9
Kansas St,22.3,0.3,21.9,0.363,54.5,0.487,53.9,0.52,17,14.9,15.2,17.3,0.664,14.8,13.1,67.6,8.6,8,21.8,22.9,0.321,0.833,6.6
Kennesaw St,20.7,0.294,19.1,0.318,55.7,0.467,56.7,0.544,17.7,17.7,17,18.5,0.659,14.3,11.9,70.6,7.6,6.5,22.9,25.8,0.095,0,-7.4
Kent State,24.5,0.335,23.8,0.353,61.5,0.513,60.9,0.475,17.1,17,17.3,17,0.784,13.7,12.5,72.5,10.9,9,24.7,21.5,0.636,0.5,0.5
Kentucky,19.1,0.335,21,0.312,59,0.455,60.8,0.466,18,18.2,20.4,18,0.729,14,12.7,72.2,10.7,9.8,24.5,22.8,0.36,0.333,11.3
LA Lafayette,19.8,0.355,18.7,0.343,60.3,0.488,61,0.47,17.7,16.7,18.1,18.5,0.701,14.7,12.4,73.7,9.7,8.7,25,22.7,0.625,0.8,-3.2
LA Monroe,22,0.34,20.1,0.365,56.3,0.465,55.1,0.479,16.7,15.2,14.1,18.7,0.703,13,14.4,69.1,6.9,9.4,21.3,25.7,0.269,0.167,-2.8
La Salle,22.8,0.336,21.3,0.329,58,0.499,56.5,0.538,17.2,14.5,14.1,20.4,0.675,14.5,13.6,71.5,7.9,8,22.2,24.2,0.333,0.5,1.7
LA Tech,21.5,0.344,22.8,0.307,57.8,0.499,58.4,0.465,15.6,18.1,20.1,15.9,0.688,12.8,13.5,71.9,8.1,7.7,26.8,24.8,0.742,0.667,2.3
Lafayette,23.9,0.36,18.5,0.332,61.9,0.484,61.3,0.514,18.7,17.5,18.7,20.7,0.804,10.9,11.6,73.6,7.9,9.1,24.2,26.9,0.6,0.625,-6.7
Lamar,15.9,0.312,20.9,0.387,57.4,0.457,58.8,0.491,16.6,16.9,17.7,16.1,0.734,14.1,14.1,71.8,8.3,8.5,23.3,25.2,0.357,0.429,-5.3
Lehigh,15.4,0.316,20.2,0.366,60.1,0.47,58.6,0.523,17.9,16.1,16.7,19.2,0.701,13.1,12.1,73,8.1,6.9,24.5,25.9,0.267,0.6,-5.4
